Título	link	data	tipo	doi	issn	ISSN	Periódico	Qualis	FI (JCR)	H-index	media_citacao_3_anos	Resumo_antigo	Categorias	categories	Resumo	PUBMEDID	Periódico	ISSN	DOI	Tradução do título	Tradução do resumo
Lack of Association of Baseline 25-Hydroxyvitamin D Levels and Cholecalciferol Treatment With Disease Severity and Mortality in Indian Patients Hospitalized for Covid-19.	https://doi.org/10.21203/rs.3.rs-129238/v1	28/12/2020	Preprint	10.21203/rs.3.rs-129238/v1	-	-	-	-	-	-	-	-	['Vitamina D (25-hidroxivitamina D)']	['Vitamin D (25-hydroxyvitamin D)']	Vitamin D deficiency (VDD) owing to its immunomodulatory effects is believed to influence outcomes in COVID-19. We conducted a prospective, observational study of patients, hospitalized with COVID-19. Serum 25-OHD level < 20 ng/mL was considered VDD. Patients were classified as having mild and severe disease on basis of the WHO ordinal scale for clinical improvement (OSCI). Of the 410 patients recruited, patients with VDD (197,48.2%) were significantly younger and had lesser comorbidities. The levels of PTH were significantly higher in the VDD group (63.5 ± 54.4 vs. 47.5 ± 42.9 pg/mL). The proportion of severe cases (13.2% vs.14.6%), mortality (2% vs. 5.2%), oxygen requirement (34.5% vs.43.4%), ICU admission (14.7% vs.19.8%) was not significantly different between patients with or without VDD. There was no significant correlation between serum 25-OHD levels and inflammatory markers studied. Serum parathormone levels correlated with D-dimer (r 0.117, p- 0.019), ferritin (r 0.132, p-0.010), and LDH (r 0.124, p-0.018). Amongst VDD patients, 128(64.9%) were treated with oral cholecalciferol (median dose of 60,000 IU). The proportion of severe cases, oxygen, or ICU admission was not significantly different in the treated vs. untreated group. In conclusion, serum 25-OHD levels at admission did not correlate with inflammatory markers, clinical outcomes, or mortality in hospitalized COVID-19 patients. Treatment of VDD with cholecalciferol did not make any difference to the outcomes.	33737631	Scientific reports	2045-2322	10.1038/s41598-021-85809-y	Falta de associação dos níveis basais de 25-hidroxivitamina D e tratamento com colecalciferol com gravidade e mortalidade da doença em pacientes indianos hospitalizados por Covid-19. 	Acredita-se que a deficiência de vitamina D (VDD) devido aos seus efeitos imunomoduladores influencie os resultados no COVID-19. Realizamos um estudo prospectivo e observacional de pacientes hospitalizados com COVID-19. Nível sérico de 25-OHD < 20 ng/mL foi considerado VDD. Os pacientes foram classificados como tendo doença leve e grave com base na escala ordinal da OMS para melhora clínica (OSCI). Dos 410 pacientes recrutados, os pacientes com DVD (197,48,2%) eram significativamente mais jovens e apresentavam menos comorbidades. Os níveis de PTH foram significativamente maiores no grupo VDD (63,5 ± 54,4 vs. 47,5 ± 42,9 pg/mL). A proporção de casos graves (13,2% vs. 14,6%), mortalidade (2% vs. 5,2%), necessidade de oxigênio (34,5% vs. 43,4%), admissão na UTI (14,7% vs. 19,8%) não foi significativamente diferente entre pacientes com ou sem DVD. Não houve correlação significativa entre os níveis séricos de 25-OHD e os marcadores inflamatórios estudados. Os níveis séricos de paratormônio correlacionaram-se com D-dímero (r 0,117, p-0,019), ferritina (r 0,132, p-0,010) e LDH (r 0,124, p-0,018). Entre os pacientes com DVD, 128 (64,9%) foram tratados com colecalciferol oral (dose média de 60.000 UI). A proporção de casos graves, oxigênio ou internação na UTI não foi significativamente diferente no grupo tratado versus não tratado. Em conclusão, os níveis séricos de 25-OHD na admissão não se correlacionaram com marcadores inflamatórios, resultados clínicos ou mortalidade em pacientes hospitalizados com COVID-19. O tratamento da DVD com colecalciferol não fez diferença nos resultados.
Prophylactic use of Hydroxychloroquine among Physicians working in Pandemic Hospitals.	https://doi.org/10.21203/rs.3.rs-107937/v1	16/12/2020	Preprint	10.21203/rs.3.rs-107937/v1	-	-	-	-	-	-	-	-	['Hidroxicloroquina']	['Hydroxychloroquine']	-	-	-	-	-	Uso profilático de Hidroxicloroquina entre Médicos que atuam em Hospitais de Pandemia. 	-
Credible learning of hydroxychloroquine and dexamethasone effects on COVID-19 mortality outside of randomized trials.	https://doi.org/10.1101/2020.12.06.20244798	08/12/2020	Preprint	10.1101/2020.12.06.20244798	-	-	-	-	-	-	-	-	['Dexametasona', 'Dexametasona', 'Hidroxicloroquina', 'Hidroxicloroquina']	['Dexamethasone', 'Dexamethasone', 'Hydroxychloroquine', 'Hydroxychloroquine']	The assumptions required for a beneficial effect of hydroxychloroquine on 14 day mortality are difficult to sustain, while the assumptions required for hydroxychloroquine to be harmful are difficult to reject with confidence. Dexamethasone, by contrast, was beneficial under a wide range of plausible assumptions, and was only harmful if a nearly impossible assumption is met. More broadly, the SCQE reveals what inferences can be credibly supported by evidence from non-randomized uses of experimental therapies, making it a useful tool when randomized trials have not yet produced clear evidence or to provide corroborative evidence from different populations.	33330889	medRxiv : the preprint server for health sciences	1527-2966	10.1101/2020.12.06.20244798	Aprendizado confiável dos efeitos da hidroxicloroquina e da dexametasona na mortalidade por COVID-19 fora dos ensaios randomizados. 	As suposições necessárias para um efeito benéfico da hidroxicloroquina na mortalidade em 14 dias são difíceis de sustentar, enquanto as suposições necessárias para que a hidroxicloroquina seja prejudicial são difíceis de rejeitar com confiança. A dexametasona, por outro lado, foi benéfica sob uma ampla gama de suposições plausíveis e só foi prejudicial se uma suposição quase impossível for atendida. Mais amplamente, o SCQE revela quais inferências podem ser apoiadas com credibilidade por evidências de usos não randomizados de terapias experimentais, tornando-se uma ferramenta útil quando ensaios randomizados ainda não produziram evidências claras ou fornecer evidências corroborativas de diferentes populações.
Exposure to Renin-Angiotensin System Inhibitors Is Associated with Reduced Mortality of Older Hypertensive Covid-19 Patients.	https://www.medrxiv.org/content/10.1101/2020.12.15.20247999v1	17/12/2020	Preprint	10.1101/2020.12.15.20247999v1	-	-	-	-	-	-	-	-	['Antagonistas do Receptor da Angiotensina II', 'Antagonistas do Receptor da Angiotensina II', 'Inibidores da Enzima Conversora da Angiotensina 2 (IECA 2)', 'Inibidores da Enzima Conversora da Angiotensina 2 (IECA 2)']	['Angiotensin II Receptor Antagonists', 'Angiotensin II Receptor Antagonists', 'Angiotensin Converting Enzyme 2 (ACEI 2) Inhibitors', 'Angiotensin Converting Enzyme 2 (ACEI 2) Inhibitors']	-	-	-	-	-	Exposição a inibidores do sistema renina-angiotensina está associada à mortalidade reduzida de pacientes idosos hipertensos com Covid-19. 	-
Efficacy and Safety of Indomethacin in Covid -19 patients.	https://doi.org/10.1101/2020.12.14.20245266	16/12/2020	Preprint	10.1101/2020.12.14.20245266	-	-	-	-	-	-	-	-	['Indometacina']	['Indomethacin']	-	-	-	-	-	Eficácia e segurança da indometacina em pacientes com Covid-19. 	-
A Phase 1: Safety and Immunogenicity Trial of an Inactivated SARS-CoV-2 Vaccine-BBV152.	https://doi.org/10.1101/2020.12.11.20210419	15/12/2020	Preprint	10.1101/2020.12.11.20210419	-	-	-	-	-	-	-	-	['Covaxin']	['Covaxin']	Safe and effective vaccines against SARS-CoV-2 for children are urgently needed. Here we aimed to assess the safety and immunogenicity of an inactivated COVID-19 vaccine candidate, WIBP-CorV, in participants aged 3-17 years. A randomized, double-blind, placebo-controlled, phase 1/2 clinical trial was conducted in Henan Province, China, in healthy children aged 3-17 years. 240 participants in phase 1 trial and 576 participants in phase 2 trial were randomly assigned to vaccine or control with an age de-escalation in three cohorts (3-5, 6-12 and 13-17 years) and dose-escalation in three groups (2.5, 5.0 and 10.0μg/dose), and received 3 intramuscular injections at day 0, 28, and 56. WIBP-CorV showed a promising safety profile with approximately 17% adverse reactions within 30 days after injection and no grade 3 or worse adverse events. The most common adverse reaction was injection site pain, followed by fever, which were mild and self-limiting. The geometric mean titers of neutralizing antibody ranged from 102.2 to 1065.5 in vaccinated participants at 28 days after the third vaccination, and maintained at a range of 14.3 to 218.2 at day 180 after the third vaccination. WIBP-CorV elicited significantly higher titers of neutralizing antibody in the cohort aged 3-5 years than the other two cohorts. There were no detectable antibody responses in all alum-only groups. Taken together, our data demonstrate that WIBP-CorV is safe and well tolerated at all tested doses in participants aged 3-17 years, and elicited robust humoral responses against SARS-CoV-2 lasted for at least 6 months after the third vaccination. This study is ongoing and is registered with www.chictr.org.cn, ChiCTR2000031809.	35812412	Frontiers in immunology	1664-3224	10.3389/fimmu.2022.898151	A Fase 1: Ensaio de segurança e imunogenicidade de uma vacina inativada contra SARS-CoV-2-BBV152. 	Vacinas seguras e eficazes contra SARS-CoV-2 para crianças são urgentemente necessárias. Aqui, nosso objetivo foi avaliar a segurança e a imunogenicidade de uma vacina candidata inativada contra COVID-19, WIBP-CorV, em participantes de 3 a 17 anos. Um ensaio clínico de fase 1/2 randomizado, duplo-cego, controlado por placebo, foi realizado na província de Henan, China, em crianças saudáveis de 3 a 17 anos. 240 participantes no estudo de fase 1 e 576 participantes no estudo de fase 2 foram aleatoriamente designados para vacina ou controle com redução de idade em três coortes (3-5, 6-12 e 13-17 anos) e aumento de dose em três grupos (2,5, 5,0 e 10,0μg/dose) e recebeu 3 injeções intramusculares nos dias 0, 28 e 56. WIBP-CorV mostrou um perfil de segurança promissor com aproximadamente 17% de reações adversas dentro de 30 dias após a injeção e nenhum grau 3 ou pior eventos adversos. A reação adversa mais comum foi dor no local da injeção, seguida de febre, que foi leve e autolimitada. Os títulos médios geométricos de anticorpos neutralizantes variaram de 102,2 a 1065,5 em participantes vacinados aos 28 dias após a terceira vacinação e mantiveram-se em uma faixa de 14,3 a 218,2 no dia 180 após a terceira vacinação. WIBP-CorV provocou títulos significativamente mais elevados de anticorpos neutralizantes na coorte com idades entre 3-5 anos do que as outras duas coortes. Não houve respostas de anticorpos detectáveis em todos os grupos apenas de alúmen. Em conjunto, nossos dados demonstram que o WIBP-CorV é seguro e bem tolerado em todas as doses testadas em participantes de 3 a 17 anos, e provocou respostas humorais robustas contra SARS-CoV-2 que duraram pelo menos 6 meses após a terceira vacinação. Este estudo está em andamento e está registrado em www.chictr.org.cn, ChiCTR2000031809.
Early initiation of prophylactic anticoagulation for prevention of COVID-19 mortality: a nationwide cohort study of hospitalized patients in the United States.	https://doi.org/10.1101/2020.12.09.20246579	11/12/2020	Preprint	10.1101/2020.12.09.20246579	-	-	-	-	-	-	-	-	['Anticoagulantes', 'Anticoagulantes']	['Anticoagulants', 'Anticoagulants']	Early initiation of prophylactic anticoagulation compared with no anticoagulation among patients admitted to hospital with covid-19 was associated with a decreased risk of 30 day mortality and no increased risk of serious bleeding events. These findings provide strong real world evidence to support guidelines recommending the use of prophylactic anticoagulation as initial treatment for patients with covid-19 on hospital admission.	33574135	BMJ (Clinical research ed.)	1756-1833	10.1136/bmj.n311	Início precoce da anticoagulação profilática para prevenção da mortalidade por COVID-19: um estudo de coorte nacional de pacientes hospitalizados nos Estados Unidos. 	O início precoce da anticoagulação profilática em comparação com a ausência de anticoagulação entre os pacientes internados no hospital com covid-19 foi associado a uma diminuição do risco de mortalidade em 30 dias e nenhum aumento do risco de eventos hemorrágicos graves. Esses achados fornecem fortes evidências do mundo real para apoiar as diretrizes que recomendam o uso de anticoagulação profilática como tratamento inicial para pacientes com covid-19 na admissão hospitalar.
BNT162b2 induces SARS-CoV-2-neutralising antibodies and T cells in humans.	https://doi.org/10.1101/2020.12.09.20245175	11/12/2020	Preprint	10.1101/2020.12.09.20245175	-	-	-	-	-	-	-	-	['Vacina BNT162', 'Vacina BNT162']	['BNT162 vaccine', 'BNT162 vaccine']	-	-	-	-	-	BNT162b2 induz anticorpos neutralizantes de SARS-CoV-2 e células T em humanos. 	-
The effect of early treatment with ivermectin on viral load, symptoms and humoral response in patients with mild COVID-19: a pilot, double-blind, placebo-controlled, randomized clinical trial.	https://doi.org/10.21203/rs.3.rs-116547/v1	07/12/2020	Preprint	10.21203/rs.3.rs-116547/v1	-	-	-	-	-	-	-	-	['Ivermectina']	['Ivermectin']	-	-	-	-	-	O efeito do tratamento precoce com ivermectina na carga viral, sintomas e resposta humoral em pacientes com COVID-19 leve: um ensaio clínico piloto, duplo-cego, controlado por placebo e randomizado. 	-
Galectin antagonist use in mild cases of SARS-CoV-2 cases; pilot feasibility randomised, open label, controlled trial.	https://doi.org/10.1101/2020.12.03.20238840	09/12/2020	Preprint	10.1101/2020.12.03.20238840	-	-	-	-	-	-	-	-	['Prolactina-M']	['Prolactin-M']	-	-	-	-	-	Uso de antagonista de galectina em casos leves de casos de SARS-CoV-2; viabilidade piloto randomizado, aberto, ensaio controlado. 	-
A first-in-human evaluation of the safety and immunogenicity of SCB-2019, an adjuvanted, recombinant SARS-CoV-2 trimeric S-protein subunit vaccine for COVID-19 in healthy adults; a phase 1, randomised, double-blind, placebo-controlled trial.	https://doi.org/10.1101/2020.12.03.20243709	04/12/2020	Preprint	10.1101/2020.12.03.20243709	-	-	-	-	-	-	-	-	['Vacina (SCB-2019)', 'Vacina (SCB-2019)', 'Vacina (SCB-2019)']	['Vaccine (SCB-2019)', 'Vaccine (SCB-2019)', 'Vaccine (SCB-2019)']	-	-	-	-	-	Uma primeira avaliação em humanos da segurança e imunogenicidade de SCB-2019, uma vacina de subunidade trimérica de proteína S SARS-CoV-2 recombinante adjuvante para COVID-19 em adultos saudáveis; um estudo de fase 1, randomizado, duplo-cego, controlado por placebo. 	-
Detailed disease progression of 213 patients hospitalized with Covid-19 in the Czech Republic: An exploratory analysis.	https://doi.org/10.1101/2020.12.03.20239863	04/12/2020	Preprint	10.1101/2020.12.03.20239863	-	-	-	-	-	-	-	-	['Azitromicina', 'Azitromicina', 'Azitromicina', 'Favipiravir', 'Favipiravir', 'Favipiravir', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Plasma convalescente', 'Plasma convalescente', 'Plasma convalescente']	['Azithromycin', 'Azithromycin', 'Azithromycin', 'Favipiravir', 'Favipiravir', 'Favipiravir', 'Hydroxychloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine', 'Convalescent Plasma', 'Convalescent Plasma', 'Convalescent Plasma' ']	-	-	-	-	-	Progressão detalhada da doença de 213 pacientes hospitalizados com Covid-19 na República Tcheca: uma análise exploratória. 	-
Interventions for treatment of COVID-19: second edition of a living systematic review with meta-analyses and trial sequential analyses (The LIVING Project)	https://doi.org/10.1101/2020.11.22.20236448	24/11/2020	Preprint	10.1101/2020.11.22.20236448	-	-	-	-	-	-	-	-	['Bromexina', 'Bromexina', 'Bromexina', 'Bromexina', 'Corticosteroides', 'Corticosteroides', 'Corticosteroides', 'Corticosteroides', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Imunoglobulina', 'Imunoglobulina', 'Imunoglobulina', 'Imunoglobulina', 'Lopinavir', 'Lopinavir', 'Lopinavir', 'Lopinavir', 'Remdesivir', 'Remdesivir', 'Remdesivir', 'Remdesivir', 'Ritonavir', 'Ritonavir', 'Ritonavir', 'Ritonavir', 'Tocilizumabe', 'Tocilizumabe', 'Tocilizumabe', 'Tocilizumabe']	['Bromhexine', 'Bromhexine', 'Bromhexine', 'Bromhexine', 'Corticosteroids', 'Corticosteroids', 'Corticosteroids', 'Corticosteroids', 'Hydroxychloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine', ' Immunoglobulin', 'Immunoglobulin', 'Immunoglobulin', 'Immunoglobulin', 'Lopinavir', 'Lopinavir', 'Lopinavir', 'Lopinavir', 'Remdesivir', 'Remdesivir', 'Remdesivir', 'Remdesivir', 'Ritonavir' , 'Ritonavir', 'Ritonavir', 'Ritonavir', 'Tocilizumab', 'Tocilizumab', 'Tocilizumab', 'Tocilizumab']	PROSPERO CRD42020178787.	33705495	PloS one	1932-6203	10.1371/journal.pone.0248132	Intervenções para tratamento de COVID-19: segunda edição de uma revisão sistemática viva com meta-análises e análises sequenciais de ensaios (The LIVING Project) 	PROSPERO CRD42020178787.
A two-arm, randomized, controlled, multi-centric, open-label Phase-2 study to evaluate the efficacy and safety of Itolizumab in moderate to severe ARDS patients due to COVID-19.	https://doi.org/10.1101/2020.12.01.20239574	02/12/2020	Preprint	10.1101/2020.12.01.20239574	-	-	-	-	-	-	-	-	['Itolizumabe']	['Itolizumab']	-	33835886	Expert opinion on biological therapy	1744-7682	10.1080/14712598.2021.1905794	Um estudo de Fase 2 de dois braços, randomizado, controlado, multicêntrico e aberto para avaliar a eficácia e segurança do Itolizumabe em pacientes com SDRA moderada a grave devido ao COVID-19. 	-
Convalescent Plasma in COVID-19. Mortality-Safety First Results of the Prospective Multicenter FALP 001-2020 Trial.	https://doi.org/10.1101/2020.11.30.20218560	02/12/2020	Preprint	10.1101/2020.11.30.20218560	-	-	-	-	-	-	-	-	['Plasma convalescente']	['Convalescent Plasma']	-	-	-	-	-	Plasma convalescente em COVID-19. Primeiros resultados de mortalidade e segurança do estudo prospectivo multicêntrico FALP 001-2020. 	-
Low Dose Hydroxychloroquine is Associated with Lower Mortality in COVID-19: A Meta-Analysis of 27 Studies and 44,684 Patients.	https://doi.org/10.21203/rs.3.rs-107101/v1	02/12/2020	Preprint	10.21203/rs.3.rs-107101/v1	-	-	-	-	-	-	-	-	['Hidroxicloroquina']	['Hydroxychloroquine']	-	-	-	-	-	A hidroxicloroquina em baixa dose está associada à menor mortalidade no COVID-19: uma meta-análise de 27 estudos e 44.684 pacientes. 	-
Clinical Efficacy of Eucaloric Ketogenic Nutrition in the COVID-19 Cytokine Storm: a Retrospective Analysis of Mortality and ICU Admission.	https://www.researchsquare.com/article/rs-103541/v2	21/11/2020	Preprint	https://www.researchsquare.com/article/rs-103541/v2	-	-	-	-	-	-	-	-	['Dieta eucalórica e cetogênica']	['Eucaloric and ketogenic diet']	These results show a possible therapeutic role of an EKD in the clinical management of COVID-19. Currently, a prospective controlled randomized trial is running to confirm these preliminary data.	33895559	Nutrition (Burbank, Los Angeles County, Calif.)	1873-1244	10.1016/j.nut.2021.111236	Eficácia clínica da nutrição cetogênica eucalórica na tempestade de citocinas COVID-19: uma análise retrospectiva da mortalidade e admissão na UTI. 	Esses resultados mostram um possível papel terapêutico de um EKD no manejo clínico do COVID-19. Atualmente, um estudo prospectivo controlado randomizado está em andamento para confirmar esses dados preliminares.
The efficacy and safety of hydroxychloroquine in COVID19 patients: a multicenter national retrospective cohort.	https://doi.org/10.1101/2020.11.25.20234914	30/11/2020	Preprint	10.1101/2020.11.25.20234914	-	-	-	-	-	-	-	-	['Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina']	['Hydroxychloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine']	Our results showed no significant beneficial effect of using hydroxychloroquine on the outcome of patients with COVID-19. Moreover, the risk of hypoglycemia due to hydroxychloroquine would possess a significant risk for out-of-hospital use.	33484407	Infectious diseases and therapy	2193-8229	10.1007/s40121-021-00397-8	A eficácia e segurança da hidroxicloroquina em pacientes com COVID19: uma coorte retrospectiva nacional multicêntrica. 	Nossos resultados não mostraram efeito benéfico significativo do uso de hidroxicloroquina no desfecho de pacientes com COVID-19. Além disso, o risco de hipoglicemia devido à hidroxicloroquina possuiria um risco significativo para uso fora do hospital.
Predictors of QT Interval Prolongation in Critically-ill Patients with SARS-CoV-2 Infection Treated with Hydroxychloroquine	https://www.medrxiv.org/content/10.1101/2020.11.26.20239418v1	30/11/2020	Preprint	10.1101/2020.11.26.20239418v1	-	-	-	-	-	-	-	-	['Hidroxicloroquina']	['Hydroxychloroquine']	-	-	-	-	-	Preditores de Prolongamento do Intervalo QT em Pacientes Críticos com Infecção por SARS-CoV-2 Tratados com Hidroxicloroquina 	-
Ivermectin as an adjunct treatment for hospitalized adult COVID-19 patients: A randomized multi-center clinical trial.	https://doi.org/10.21203/rs.3.rs-109670/v1	24/11/2020	Preprint	10.21203/rs.3.rs-109670/v1	-	-	-	-	-	-	-	-	['Ivermectina']	['Ivermectin']	-	-	-	-	-	Ivermectina como tratamento adjuvante para pacientes adultos hospitalizados com COVID-19: Um ensaio clínico multicêntrico randomizado. 	-
First Clinical Study Using HCV Protease Inhibitor Danoprevir to Treat Naïve and Experienced COVID-19 Patients.	https://doi.org/10.1101/2020.03.22.20034041	24/03/2020	Preprint	10.1101/2020.03.22.20034041	-	-	-	-	-	-	-	-	['Danoprevir']	['Damageprevir']	-	-	-	-	-	Primeiro Estudo Clínico Usando Danoprevir Inibidor da Protease do VHC para Tratar Pacientes Naïve e Experientes com COVID-19. 	-
Prevention of severe COVID-19 in the elderly by early high-titer plasma.	https://doi.org/10.1101/2020.11.20.20234013	21/11/2020	Preprint	10.1101/2020.11.20.20234013	-	-	-	-	-	-	-	-	['Plasma convalescente', 'Plasma convalescente']	['Convalescent Plasma', 'Convalescent Plasma']	-	-	-	-	-	Prevenção de COVID-19 grave em idosos por plasma inicial de alto título. 	-
Effectiveness of remdesivir with and without dexamethasone in hospitalized patients with COVID-19.	https://doi.org/10.1101/2020.11.19.20234153	20/11/2020	Preprint	10.1101/2020.11.19.20234153	-	-	-	-	-	-	-	-	['Dexametasona', 'Remdesivir']	['Dexamethasone', 'Remdesivir']	-	-	-	-	-	Eficácia do remdesivir com e sem dexametasona em pacientes hospitalizados com COVID-19. 	-
5-Alpha-Reductase Inhibitors Reduce Remission Time of COVID-19: Results From a Randomized Double Blind Placebo Controlled Interventional Trial in 130 SARS-CoV-2 Positive Men.	https://doi.org/10.1101/2020.11.16.20232512	18/11/2020	Preprint	10.1101/2020.11.16.20232512	-	-	-	-	-	-	-	-	['Dutasterida']	['Dutasteride']	-	-	-	-	-	Inibidores de 5-alfa-redutase reduzem o tempo de remissão do COVID-19: resultados de um estudo de intervenção randomizado duplo-cego controlado por placebo em 130 homens positivos para SARS-CoV-2. 	-
Effect of Vitamin D3 Supplementation vs Placebo on Hospital Length of Stay in 2 Patients with Severe COVID-19: A Multicenter, Double-blind, Randomized 3 Controlled Trial.	https://doi.org/10.1101/2020.11.16.20232397	17/11/2020	Preprint	10.1101/2020.11.16.20232397	-	-	-	-	-	-	-	-	['Vitamina D (25-hidroxivitamina D)']	['Vitamin D (25-hydroxyvitamin D)']	-	-	-	-	-	Efeito da suplementação de vitamina D3 versus placebo no tempo de internação hospitalar em 2 pacientes com COVID-19 grave: um estudo multicêntrico, duplo-cego, randomizado 3 controlado. 	-
