Título	link	data	tipo	doi	issn	ISSN	Periódico	Qualis	FI (JCR)	H-index	media_citacao_3_anos	Resumo_antigo	Categorias	categories	Resumo	PUBMEDID	Periódico	ISSN	DOI	Tradução do título	Tradução do resumo
The Effect of Early Hydroxychloroquine-based Therapy in COVID-19 Patients in Ambulatory Care Settings: A Nationwide Prospective Cohort Study	https://doi.org/10.1101/2020.09.09.20184143	13/09/2020	Preprint	10.1101/2020.09.09.20184143	-	-	-	-	-	-	-	-	['Hidroxicloroquina']	['Hydroxychloroquine']	-	-	-	-	-	O efeito da terapia precoce à base de hidroxicloroquina em pacientes com COVID-19 em ambientes de atendimento ambulatorial: um estudo de coorte prospectivo nacional 	-
Hydroxychloroquine for prevention of COVID-19 mortality: a population-based cohort study	https://doi.org/10.1101/2020.09.04.20187781	09/09/2020	Preprint	10.1101/2020.09.04.20187781	-	-	-	-	-	-	-	-	['Hidroxicloroquina']	['Hydroxychloroquine']	Medical Research Council.	33349815	The Lancet. Rheumatology	2665-9913	10.1016/S2665-9913(20)30378-7	Hidroxicloroquina para prevenção da mortalidade por COVID-19: um estudo de coorte de base populacional 	Medical Research Council.
Role of Drugs used for chronic disease management on Susceptibility and Severity of COVID-19: A Large Case-Control Study	https://www.medrxiv.org/content/10.1101/2020.04.24.20077875v2	07/09/2020	Preprint	10.1101/2020.04.24.20077875v2	-	-	-	-	-	-	-	-	['Anti-hipertensivos', 'Antidiabéticos', 'Corticosteroides']	['Anti-hypertensives', 'Antidiabetics', 'Corticosteroids']	This study aimed to investigate whether specific medications used in the treatment chronic diseases affected either the development and/ or severity of coronavirus disease 2019 (COVID-19) in a cohort of 610 COVID-19 cases and 48,667 population-based controls from Zhejiang, China. Using a cohort of 578 COVID-19 cases and 48,667 population-based controls from Zhejiang, China, we tested the role of usage of cardiovascular, antidiabetic, and other medications on risk and severity of COVID-19. Analyses were adjusted for age, sex, and body mass index and for presence of relevant comorbidities. Individuals with hypertension taking calcium channel blockers had significantly increased risk (odds ratio (OR) = 1.73, 95% confidence interval (CI) 1.2-2.3) of manifesting symptoms of COVID-19, whereas those taking angiotensin receptor blockers and diuretics had significantly lower disease risk (OR = 0.22, 95% CI 0.15-0.30 and OR = 0.30, 95% CI 0.19-0.58, respectively). Among those with type 2 diabetes, dipeptidyl peptidase-4 inhibitors (OR = 6.02, 95% CI 2.3-15.5) and insulin (OR = 2.71, 95% CI 1.6-5.5) were more and glucosidase inhibitors were less prevalent (OR = 0.11, 95% CI 0.1-0.3) among with patients with COVID-19. Drugs used in the treatment of hypertension and diabetes influence the risk of development of COVID-19, but, not its severity.	32910830	Clinical pharmacology and therapeutics	1532-6535	10.1002/cpt.2047	Papel dos medicamentos usados para o tratamento de doenças crônicas na suscetibilidade e gravidade do COVID-19: um grande estudo de caso- 	controle COVID-19) em uma coorte de 610 casos de COVID-19 e 48.667 controles populacionais de Zhejiang, China. Usando uma coorte de 578 casos de COVID-19 e 48.667 controles populacionais de Zhejiang, China, testamos o papel do uso de medicamentos cardiovasculares, antidiabéticos e outros no risco e gravidade do COVID-19. As análises foram ajustadas para idade, sexo, índice de massa corporal e presença de comorbidades relevantes. Indivíduos com hipertensão tomando bloqueadores dos canais de cálcio tiveram risco significativamente aumentado (odds ratio (OR) = 1,73, intervalo de confiança de 95% (IC) 1,2-2,3) de manifestar sintomas de COVID-19, enquanto aqueles que tomaram bloqueadores dos receptores de angiotensina e diuréticos tiveram significativamente menor risco de doença (OR = 0,22, IC 95% 0,15-0,30 e OR = 0,30, IC 95% 0,19-0,58, respectivamente). Entre aqueles com diabetes tipo 2, os inibidores da dipeptidil peptidase-4 (OR = 6,02, IC 95% 2,3-15,5) e insulina (OR = 2,71, IC 95% 1,6-5,5) foram mais e os inibidores da glicosidase foram menos prevalentes (OR = 0,11 , IC 95% 0,1-0,3) entre pacientes com COVID-19. Os medicamentos usados no tratamento da hipertensão e do diabetes influenciam o risco de desenvolvimento da COVID-19, mas não sua gravidade.
Corticosteroid Use in Severely Hypoxemic COVID-19 Patients: An Observational Cohort Analysis of Dosing Patterns and Outcomes in the Early Phase of the Pandemic	https://doi.org/10.1101/2020.07.29.20164277	30/07/2020	Preprint	10.1101/2020.07.29.20164277	-	-	-	-	-	-	-	-	['Corticosteroides']	['Corticosteroids']	-	-	-	-	-	Uso de corticosteróides em pacientes gravemente hipoxêmicos com COVID-19: uma análise de coorte observacional de padrões de dosagem e resultados na fase inicial da pandemia 	-
Renin-Angiotensin-Aldosterone-System inhibitor use in patients with COVID-19 infection and prevention of serious events: a cohort study in commercially insured patients in the US	https://doi.org/10.1101/2020.07.22.20159855	24/07/2020	Preprint	10.1101/2020.07.22.20159855	-	-	-	-	-	-	-	-	['Antagonistas do Receptor da Angiotensina II', 'Bloqueadores do Canal de Cálcio', 'Inibidores da Enzima Conversora da Angiotensina 2 (IECA 2)']	['Angiotensin II Receptor Antagonists', 'Calcium Channel Blockers', 'Angiotensin Converting Enzyme 2 (ACEI 2) Inhibitors']	-	-	-	-	-	Uso de inibidores do sistema renina-angiotensina-aldosterona em pacientes com infecção por COVID-19 e prevenção de eventos graves: um estudo de coorte em pacientes com seguro comercial nos EUA 	-
Adjunctive Corticosteroids for COVID-19: A Retrospective Cohort Study	https://doi.org/10.1101/2020.07.18.20157008	21/07/2020	Preprint	10.1101/2020.07.18.20157008	-	-	-	-	-	-	-	-	['Corticosteroides']	['Corticosteroids']	-	-	-	-	-	Corticosteroides adjuvantes para COVID-19: um estudo de coorte retrospectivo 	-
Treatment response to hydroxychloroquine and antibiotics for mild to moderate COVID-19: a retrospective cohort study from South Korea	https://doi.org/10.1101/2020.07.04.20146548	07/07/2020	Preprint	10.1101/2020.07.04.20146548	-	-	-	-	-	-	-	-	['Azitromicina', 'Hidroxicloroquina']	['Azithromycin', 'Hydroxychloroquine']	-	-	-	-	-	Resposta ao tratamento com hidroxicloroquina e antibióticos para COVID-19 leve a moderado: um estudo de coorte retrospectivo da Coréia do Sul 	-
Hydroxychloroquine with or without azithromycin and in-hospital mortality or discharge in patients hospitalized for COVID-19 infection: a cohort study of 4,642 in-patients in France	https://doi.org/10.1101/2020.06.16.20132597	19/06/2020	Preprint	10.1101/2020.06.16.20132597	-	-	-	-	-	-	-	-	['Hidroxicloroquina']	['Hydroxychloroquine']	-	-	-	-	-	Hidroxicloroquina com ou sem azitromicina e mortalidade ou alta hospitalar em pacientes hospitalizados por infecção por COVID-19: um estudo de coorte de 4.642 pacientes internados na França 	-
Renin-angiotensin system blockers and susceptibility to COVID-19: a multinational open science cohort study	http://medrxiv.org/content/early/2020/06/12/2020.06.11.20125849.abstract	12/06/2020	Preprint	http://medrxiv.org/content/early/2020/06/12/2020.06.11.20125849.abstract	-	-	-	-	-	-	-	-	['Antagonistas do Receptor da Angiotensina II', 'Antagonistas do Receptor da Angiotensina II']	['Angiotensin II Receptor Antagonists', 'Angiotensin II Receptor Antagonists']	There is no clinically significant increased risk of COVID-19 diagnosis or hospitalization with ACE or ARB use. Users should not discontinue or change their treatment to avoid COVID-19.	32587982	medRxiv : the preprint server for health sciences	1432-1416	10.1101/2020.06.11.20125849	Bloqueadores do sistema renina-angiotensina e suscetibilidade ao COVID-19: um estudo multinacional de coorte de ciência aberta 	Não há risco aumentado clinicamente significativo de diagnóstico de COVID-19 ou hospitalização com uso de ECA ou BRA. Os usuários não devem interromper ou alterar seu tratamento para evitar o COVID-19.
Pre exposure Hydroxychloroquine Prophylaxis for COVID-19 in healthcare workers: a retrospective cohort	https://doi.org/10.1101/2020.06.09.20116806	12/06/2020	Preprint	10.1101/2020.06.09.20116806	-	-	-	-	-	-	-	-	['Hidroxicloroquina']	['Hydroxychloroquine']	-	-	-	-	-	Profilaxia com hidroxicloroquina pré-exposição para COVID-19 em profissionais de saúde: uma coorte retrospectiva 	-
Effect of tocilizumab in hospitalized patients with severe pneumonia COVID-19: a cohort study.	http://medrxiv.org/content/early/2020/06/09/2020.06.06.20122341.abstract	09/06/2020	Preprint	http://medrxiv.org/content/early/2020/06/09/2020.06.06.20122341.abstract	-	-	-	-	-	-	-	-	['Tocilizumabe']	['Tocilizumab']	-	-	-	-	-	Efeito do tocilizumab em pacientes hospitalizados com pneumonia grave COVID-19: um estudo de coorte. 	-
Effects of Tocilizumab on Mortality in Hospitalized Patients with COVID-19: A Multicenter Cohort Study.	https://doi.org/10.1101/2020.06.08.20125245	09/06/2020	Preprint	10.1101/2020.06.08.20125245	-	-	-	-	-	-	-	-	['Tocilizumabe']	['Tocilizumab']	-	-	-	-	-	Efeitos do tocilizumab na mortalidade em pacientes hospitalizados com COVID-19: um estudo de coorte multicêntrico. 	-
Adverse outcomes and mortality in users of non-steroidal anti-inflammatory drugs tested positive for SARS-CoV-2: a danish nationwide cohort study.	https://doi.org/10.1101/2020.06.08.20115683	09/06/2020	Preprint	10.1101/2020.06.08.20115683	-	-	-	-	-	-	-	-	['Anti-inflamatórios não esteroidais']	['Non-steroidal anti-inflammatory drugs']	The European Union electronic Register of Post-Authorisation Studies EUPAS34734.	32898149	PLoS medicine	1549-1676	10.1371/journal.pmed.1003308	Resultados adversos e mortalidade em usuários de anti-inflamatórios não esteroides com resultado positivo para SARS-CoV-2: um estudo de coorte nacional dinamarquês. 	O Registo Electrónico de Estudos Pós-Autorização da União Europeia EUPAS34734.
A shred of evidence that BCG vaccine may protect against COVID-19: Comparing cohorts in Spain and Italy.	http://medrxiv.org/content/early/2020/06/07/2020.06.05.20123539.abstract	07/06/2020	Preprint	http://medrxiv.org/content/early/2020/06/07/2020.06.05.20123539.abstract	-	-	-	-	-	-	-	-	['Vacina BCG']	['BCG vaccine']	-	-	-	-	-	Um fragmento de evidência de que a vacina BCG pode proteger contra o COVID-19: Comparando coortes na Espanha e na Itália. 	-
Ozone therapy for patients with SARS-COV-2 pneumonia: a single-center prospective cohort study.	https://www.medrxiv.org/content/10.1101/2020.06.03.20117994v2	01/06/2020	Preprint	10.1101/2020.06.03.20117994v2	-	-	-	-	-	-	-	-	['Ozonioterapia']	['Ozone Therapy']	-	-	-	-	-	Terapia de ozônio para pacientes com pneumonia por SARS-COV-2: um estudo de coorte prospectivo de centro único. 	-
Plasma concentration and safety of lopinavir/ritonavir in patients with Covid-19: a 2 retrospective cohort study	https://doi.org/10.1101/2020.05.18.20105650	22/05/2020	Preprint	10.1101/2020.05.18.20105650	-	-	-	-	-	-	-	-	[]	[]	-	-	-	-	-	Concentração plasmática e segurança de lopinavir/ritonavir em pacientes com Covid-19: um estudo de coorte retrospectivo de 2 	-
Impact of glucocorticoid treatment in Sars-CoV-2 infection mortality: a retrospective controlled Cohort Study	https://doi.org/10.1101/2020.05.22.20110544	26/05/2020	Preprint	10.1101/2020.05.22.20110544	-	-	-	-	-	-	-	-	['Corticosteroides']	['Corticosteroids']	-	-	-	-	-	Impacto do tratamento com glicocorticóides na mortalidade por infecção por Sars-CoV-2: um estudo de coorte retrospectivo controlado 	-
Incidence of COVID-19 in a cohort of adult and paediatric patients with rheumatic diseases treated with targeted biologic and synthetic disease-modifying anti-rheumatic drugs	https://www.medrxiv.org/content/10.1101/2020.04.30.20086090v1	05/05/2020	Preprint	10.1101/2020.04.30.20086090v1	-	-	-	-	-	-	-	-	['Abatacept', 'Adalimumabe', 'Anakinra', 'Baricitinibe', 'Certolizumabe Pegol', 'Etanercepte', 'Golimumabe', 'Infliximabe', 'Inibidores da fosfodiesterase-4', 'Ixequizumab', 'Ruxolitinibe', 'Sarilumabe', 'Secuquinumabe', 'Tocilizumabe', 'Tofacitinibe', 'Ustekinumabe']	['Abatacept', 'Adalimumab', 'Anakinra', 'Baricitinib', 'Certolizumab Pegol', 'Etanercept', 'Golimumab', 'Infliximab', 'Phosphodiesterase-4 inhibitors', 'Ixequizumab', 'Ruxolitinib', 'Sarilumab', 'Secukinumab', 'Tocilizumab', 'Tofacitinib', 'Ustekinumab']	-	-	-	-	-	Incidência de COVID-19 em uma coorte de pacientes adultos e pediátricos com doenças reumáticas tratados com medicamentos antirreumáticos modificadores da doença biológicos e sintéticos direcionados 	-
Clinical Efficacy of Intravenous Immunoglobulin Therapy in Critical Patients with COVID-19: A multicenter retrospective cohort study	http://medrxiv.org/content/early/2020/04/15/2020.04.11.20061739	11/04/2020	Preprint	http://medrxiv.org/content/early/2020/04/15/2020.04.11.20061739	-	-	-	-	-	-	-	-	['Imunoglobulina']	['Immunoglobulin']	-	-	-	-	-	Eficácia clínica da terapia com imunoglobulina intravenosa em pacientes críticos com COVID-19: um estudo de coorte retrospectivo multicêntrico 	-
Hydroxychloroquine (HCQ): an observational cohort study in primary and secondary prevention of pneumonia in an at-risk population	https://www.medrxiv.org/content/10.1101/2020.04.08.20057893v1	10/04/2020	Preprint	10.1101/2020.04.08.20057893v1	-	-	-	-	-	-	-	-	['Hidroxicloroquina']	['Hydroxychloroquine']	-	-	-	-	-	Hidroxicloroquina (HCQ): um estudo de coorte observacional na prevenção primária e secundária de pneumonia em uma população de risco 	-
Safety of hydroxychloroquine, alone and in combination with azithromycin, in light of rapid wide-spread use for COVID-19: a multinational, network cohort and self-controlled case series study	https://www.medrxiv.org/content/10.1101/2020.04.08.20054551v2	10/04/2020	Preprint	10.1101/2020.04.08.20054551v2	-	-	-	-	-	-	-	-	['Azitromicina', 'Azitromicina', 'Azitromicina', 'Azitromicina', 'Azitromicina', 'Azitromicina', 'Azitromicina', 'Azitromicina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina']	['Azithromycin', 'Azithromycin', 'Azithromycin', 'Azithromycin', 'Azithromycin', 'Azithromycin', 'Azithromycin', 'Azithromycin', 'Hydroxychloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine', ' Hydroxychloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine']	-	-	-	-	-	Segurança da hidroxicloroquina, sozinha e em combinação com azitromicina, à luz do uso rápido e generalizado para COVID-19: um estudo multinacional, de coorte de rede e série de casos autocontrolado 	-
A novel approach to managing COVID-19 patients; results of lopinavir plus doxycycline cohort	https://doi.org/10.1007/s10096-020-04016-1	27/08/2020	Comunicação breve	10.1007/s10096-020-04016-1	0934-9723	9349723	EUROPEAN JOURNAL OF CLINICAL MICROBIOLOGY & INFECTIOUS DISEASES (PRINT)	A3	1.205	111	4.42	-	['Ceftriaxona', 'Doxiciclina', 'Hidroxicloroquina', 'Lopinavir']	['Ceftriaxone', 'Doxycycline', 'Hydroxychloroquine', 'Lopinavir']	-	-	-	-	-	Uma nova abordagem para o gerenciamento de pacientes com COVID-19; resultados da coorte de lopinavir mais doxiciclina 	-
A retrospective cohort study of methylprednisolone therapy in severe patients with COVID-19 pneumonia	https://doi.org/10.1038/s41392-020-0158-2	28/04/2020	Carta do editor	10.1038/s41392-020-0158-2	2059-3635	20593635	Signal Transduction and Targeted Therapy	-	5.157	53	17.87	-	['Prednisona']	['Prednisone']	-	-	-	-	-	Um estudo de coorte retrospectivo da terapia com metilprednisolona em pacientes graves com pneumonia por COVID-19 	-
Baricitinib therapy in COVID-19: A pilot study on safety and clinical impact	https://doi.org/10.1016/j.jinf.2020.04.017	23/04/2020	Carta do editor	10.1016/j.jinf.2020.04.017	0163-4453	1634453	THE JOURNAL OF INFECTION	A2	5.027	119	15.14	-	['Baricitinibe']	['Baricitinib']	Personalizing the dose and duration of methylprednisolone according to the patient's disease severity assessed with demographic, clinical, and laboratory results may benefit mortality in severe COVID-19 patients receiving ventilatory support in the ICU. Hematologic disorders and malignancies, arterial blood pH and HCO3, neutrophil count, and NLR at admission were associated with mortality in our patient cohort.	32333918	The Journal of infection	1532-2742	10.1016/j.jinf.2020.04.017	Terapia com baricitinibe na COVID-19: um estudo piloto sobre segurança e impacto clínico 	Personalizar a dose e a duração da metilprednisolona de acordo com a gravidade da doença do paciente avaliada com resultados demográficos, clínicos e laboratoriais pode beneficiar a mortalidade em pacientes graves com COVID-19 que recebem suporte ventilatório em a UTI. Distúrbios hematológicos e malignidades, pH do sangue arterial e HCO3, contagem de neutrófilos e NLR na admissão foram associados à mortalidade em nossa coorte de pacientes.
