Título	link	data	tipo	doi	issn	ISSN	Periódico	Qualis	FI (JCR)	H-index	media_citacao_3_anos	Resumo_antigo	Categorias	categories	Resumo	PUBMEDID	Periódico	ISSN	DOI	Tradução do título	Tradução do resumo
Randomized Controlled Trials of Early Ambulatory Hydroxychloroquine in the Prevention of COVID-19 Infection, Hospitalization, and Death: Meta-Analysis	https://doi.org/10.1101/2020.09.30.20204693	30/09/2020	Preprint	10.1101/2020.09.30.20204693	-	-	-	-	-	-	-	-	['Hidroxicloroquina']	['Hydroxychloroquine']	-	-	-	-	-	Ensaios controlados randomizados de hidroxicloroquina ambulatorial precoce na prevenção de infecção, hospitalização e morte por COVID-19: meta-análise 	-
Brief communication: A meta-analysis of randomized trials of hydroxychloroquine for the prevention of COVID-19	https://doi.org/10.1101/2020.09.29.20203869	01/10/2020	Preprint	10.1101/2020.09.29.20203869	-	-	-	-	-	-	-	-	['Hidroxicloroquina', 'Hidroxicloroquina']	['Hydroxychloroquine', 'Hydroxychloroquine']	-	-	-	-	-	Comunicação breve: Uma meta-análise de ensaios randomizados de hidroxicloroquina para a prevenção de COVID-19 	-
Efficacy of Famotidine for COVID-19: A Systematic Review and Meta-analysis	https://doi.org/10.1101/2020.09.28.20203463	30/09/2020	Preprint	10.1101/2020.09.28.20203463	-	-	-	-	-	-	-	-	['Famotidina']	['Famotidine']	-	-	-	-	-	Eficácia da Famotidina para COVID-19: Uma Revisão Sistemática e Meta-análise 	-
Mortality outcomes with hydroxychloroquine and chloroquine in COVID-19: an international collaborative meta-analysis of randomized trials.	https://doi.org/10.1101/2020.09.16.20194571	18/08/2020	Preprint	10.1101/2020.09.16.20194571	-	-	-	-	-	-	-	-	['Cloroquina', 'Cloroquina', 'Cloroquina', 'Cloroquina', 'Cloroquina', 'Cloroquina', 'Cloroquina', 'Cloroquina', 'Cloroquina', 'Cloroquina', 'Cloroquina', 'Cloroquina', 'Cloroquina', 'Cloroquina', 'Cloroquina', 'Cloroquina', 'Cloroquina', 'Cloroquina', 'Cloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina']	['Chloroquine', 'Chloroquine', 'Chloroquine', 'Chloroquine', 'Chloroquine', 'Chloroquine', 'Chloroquine', 'Chloroquine', 'Chloroquine', 'Chloroquine', 'Chloroquine', 'Chloroquine', ' Chloroquine', 'Chloroquine', 'Chloroquine', 'Chloroquine', 'Chloroquine', 'Chloroquine', 'Chloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine' , 'Hydroxychloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine', ' Hydroxychloroquine']	We found no evidence of a reduced risk of COVID-19 outcomes among hospitalized COVID-19 patients who used famotidine compared with those who did not or compared with PPI or hydroxychloroquine users.	33990619	Nature communications	2041-1723	10.1038/s41467-021-23559-1	Resultados de mortalidade com hidroxicloroquina e cloroquina no COVID-19: uma meta-análise colaborativa internacional de ensaios randomizados. 	Não encontramos evidências de um risco reduzido de desfechos COVID-19 entre pacientes hospitalizados com COVID-19 que usaram famotidina em comparação com aqueles que não usaram ou comparados com usuários de IBP ou hidroxicloroquina.
Beneficial and Harmful Outcomes of Tocilizumab in Severe COVID-19:A Systematic Review and Meta-Analysis	https://doi.org/10.1101/2020.09.05.20188912	08/09/2020	Preprint	10.1101/2020.09.05.20188912	-	-	-	-	-	-	-	-	[]	[]	-	-	-	-	-	Resultados benéficos e prejudiciais do tocilizumab em casos graves de COVID-19: uma revisão sistemática e meta-análise 	-
Addition of Tocilizumab to the standard of care reduces mortality in severe COVID-19: A systematic review and meta-analysis	https://doi.org/10.1101/2020.07.10.20150680	03/09/2020	Preprint	10.1101/2020.07.10.20150680	-	-	-	-	-	-	-	-	['Tocilizumabe']	['Tocilizumab']	-	-	-	-	-	A adição de tocilizumab ao padrão de atendimento reduz a mortalidade em COVID-19 grave: uma revisão sistemática e meta-análise 	-
Effect of Renin-Angiotensin-Aldosterone System inhibitors on outcomes of COVID-19 patients with hypertension: Systematic review and Meta-analysis	https://doi.org/10.1101/2020.09.03.20187393	04/09/2020	Preprint	10.1101/2020.09.03.20187393	-	-	-	-	-	-	-	-	['Inibidores do Sistema Renina-Angiotensina-Aldosterona (ISRAA)']	['Renin-Angiotensin-Aldosterone System Inhibitors (ISRAA)']	-	-	-	-	-	Efeito dos inibidores do sistema renina-angiotensina-aldosterona nos resultados de pacientes com COVID-19 com hipertensão: revisão sistemática e meta-análise 	-
Evaluation of the current therapeutic approaches for COVID-19: a meta-analysis	http://medrxiv.org/content/early/2020/08/25/2020.08.24.20180638.abstract	25/08/2020	Preprint	http://medrxiv.org/content/early/2020/08/25/2020.08.24.20180638.abstract	-	-	-	-	-	-	-	-	['Antibióticos', 'Antivirais', 'Cloroquina', 'Corticosteroides', 'Hidroxicloroquina', 'Imunoglobulina', 'Interferon', 'Terapia de substituição renal', 'Tocilizumabe']	['Antibiotics', 'Antivirals', 'Chloroquine', 'Corticosteroids', 'Hydroxychloroquine', 'Immunoglobulin', 'Interferon', 'Kidney Replacement Therapy', 'Tocilizumab']	-	-	-	-	-	Avaliação das abordagens terapêuticas atuais para COVID-19: uma meta-análise 	-
Janus Kinase-Inhibitor and Type I Interferon Ability to Produce Favorable Clinical Outcomes in COVID-19 Patients: A Systematic Review and Meta-Analysis	http://medrxiv.org/content/early/2020/08/11/2020.08.10.20172189.abstract	11/08/2020	Preprint	http://medrxiv.org/content/early/2020/08/11/2020.08.10.20172189.abstract	-	-	-	-	-	-	-	-	['Inibidores de Janus Kinase (JAK)', 'Interferon recombinante tipo 1']	['Janus Kinase (JAK) Inhibitors', 'Recombinant Interferon Type 1']	Janus kinase-inhibitor treatment is significantly associated with positive clinical outcomes in terms of mortality, ICU admission, and discharge. Type I interferon treatment is associated with positive clinical outcomes in regard to mortality and discharge. While these data show promise, additional well-conducted RCTs are needed to further elucidate the relationship between clinical outcomes and Janus kinase-inhibitors and Type I interferons in COVID-19 patients.	33430799	BMC infectious diseases	1471-2334	10.1186/s12879-020-05730-z	Capacidade do inibidor de Janus quinase e do interferon tipo I de produzir resultados clínicos favoráveis em pacientes com COVID-19: uma revisão sistemática e metanálise O 	tratamento com o inibidor de Janus quinase está significativamente associado a resultados clínicos positivos em termos de mortalidade, admissão na UTI e alta. O tratamento com interferon tipo I está associado a resultados clínicos positivos em relação à mortalidade e alta. Embora esses dados sejam promissores, RCTs adicionais bem conduzidos são necessários para elucidar ainda mais a relação entre os resultados clínicos e os inibidores da Janus quinase e os interferons Tipo I em pacientes com COVID-19.
Effectiveness and Safety of Chloroquine or hydroxychloroquine as a mono-therapy or in combination with Azithromycin in the treatment of COVID-19 patients: Systematic Review and Meta-Analysis	https://doi.org/10.1101/2020.07.25.20162073	28/07/2020	Preprint	10.1101/2020.07.25.20162073	-	-	-	-	-	-	-	-	['Cloroquina', 'Hidroxicloroquina']	['Chloroquine', 'Hydroxychloroquine']	-	-	-	-	-	Eficácia e segurança da cloroquina ou hidroxicloroquina como monoterapia ou em combinação com azitromicina no tratamento de pacientes com COVID-19: Revisão Sistemática e Meta-análise 	-
Addition of Tocilizumab to standard of care reduces mortality in severe COVID-19: A systematic review and meta-analysis	https://doi.org/10.1101/2020.07.10.20150680	11/07/2020	Preprint	10.1101/2020.07.10.20150680	-	-	-	-	-	-	-	-	['Tocilizumabe']	['Tocilizumab']	-	33123544	Frontiers in medicine	2296-858X	10.3389/fmed.2020.586221	A adição de tocilizumabe ao padrão de atendimento reduz a mortalidade em COVID-19 grave: uma revisão sistemática e meta-análise 	-
Association between angiotensin-converting enzyme inhibitors and angiotensin II 2 receptor blockers use and the risk of infection and clinical outcome of COVID-19: a 3 comprehensive systematic review and meta-analysis	https://doi.org/10.1101/2020.07.02.20144717	03/07/2020	Preprint	10.1101/2020.07.02.20144717	-	-	-	-	-	-	-	-	['Antagonistas do Receptor da Angiotensina II', 'Inibidores da Enzima Conversora da Angiotensina 2 (IECA 2)']	['Angiotensin II Receptor Antagonists', 'Angiotensin Converting Enzyme 2 (ACEI 2) Inhibitors']	-	-	-	-	-	Associação entre o uso de inibidores da enzima conversora de angiotensina e bloqueadores dos receptores da angiotensina II 2 e o risco de infecção e desfecho clínico do COVID-19: uma revisão sistemática abrangente e metanálise 	-
Hydroxychloroquine and mortality risk of patients with COVID-19: a systematic review and meta-analysis of human comparative studies	https://doi.org/10.1101/2020.06.17.20133884	19/06/2020	Preprint	10.1101/2020.06.17.20133884	-	-	-	-	-	-	-	-	['Hidroxicloroquina', 'Hidroxicloroquina']	['Hydroxychloroquine', 'Hydroxychloroquine']	-	-	-	-	-	Hidroxicloroquina e risco de mortalidade de pacientes com COVID-19: uma revisão sistemática e meta-análise de estudos comparativos em humanos 	-
Effectiveness and safety of glucocorticoids to treat COVID-19: a rapid review and meta-analysis	http://atm.amegroups.com/article/view/43126/html	08/05/2020	Preprint	http://atm.amegroups.com/article/view/43126/html	-	-	-	-	-	-	-	-	['Corticosteroides']	['Corticosteroids']	Glucocorticoid therapy was found to reduce the duration of fever, but not mortality, duration of hospitalization or lung inflammation absorption. Long-term use of high-dose glucocorticoids increased the risk of adverse reactions such as coinfections, so routine use of systemic glucocorticoids for patients with COVID-19 cannot be recommend.	32566564	Annals of translational medicine	2305-5839	10.21037/atm-20-3307	Eficácia e segurança dos glicocorticóides para tratar COVID-19: uma revisão rápida e meta-análise 	A terapia com glicocorticóides reduziu a duração da febre, mas não a mortalidade, a duração da hospitalização ou a absorção da inflamação pulmonar. O uso prolongado de glicocorticóides em altas doses aumentou o risco de reações adversas, como coinfecções, portanto, o uso rotineiro de glicocorticóides sistêmicos para pacientes com COVID-19 não pode ser recomendado.
Efficacy and Safety of Lopinavir/Ritonavir for Treatment of COVID-19: A Systematic Review and Meta-Analysis.	https://doi.org/10.1101/2020.06.16.20133298	19/06/2020	Preprint	10.1101/2020.06.16.20133298	-	-	-	-	-	-	-	-	['Lopinavir', 'Ritonavir']	['Lopinavir', 'Ritonavir']	-	-	-	-	-	Eficácia e segurança do lopinavir/ritonavir para o tratamento de COVID-19: uma revisão sistemática e meta-análise. 	-
Assessment of Hydroxychloroquine and Chloroquine Safety Profiles – A Systematic Review and Meta-Analysis.	https://doi.org/10.1101/2020.05.02.20088872	08/06/2020	Preprint	10.1101/2020.05.02.20088872	-	-	-	-	-	-	-	-	['Cloroquina', 'Hidroxicloroquina']	['Chloroquine', 'Hydroxychloroquine']	The meta-analysis was registered on OSF (https://osf.io/jm3d9).	33154723	Frontiers in pharmacology	1663-9812	10.3389/fphar.2020.562777	Avaliação dos Perfis de Segurança da Hidroxicloroquina e da Cloroquina – Revisão Sistemática e Meta-análise. 	A meta-análise foi registrada no OSF (https://osf.io/jm3d9).
Association of Renin-Angiotensin-Aldosterone System Inhibition with Risk of COVID-19, Inflammation Level, Severity and Death in Patients With COVID-19: A Rapid Systematic Review and Meta-Analysis.	https://doi.org/10.1101/2020.05.20.20108399	08/06/2020	Preprint	10.1101/2020.05.20.20108399	-	-	-	-	-	-	-	-	['Antagonistas do Receptor da Angiotensina II', 'Inibidores da Enzima Conversora da Angiotensina 2 (IECA 2)']	['Angiotensin II Receptor Antagonists', 'Angiotensin Converting Enzyme 2 (ACEI 2) Inhibitors']	-	-	-	-	-	Associação da inibição do sistema renina-angiotensina-aldosterona com risco de COVID-19, nível de inflamação, gravidade e morte em pacientes com COVID-19: uma revisão sistemática rápida e metanálise. 	-
Association Between ACEIs or ARBs Use and Clinical Outcomes in COVID-19 Patients: A Systematic Review and Meta-analysis.	http://medrxiv.org/content/early/2020/06/08/2020.06.03.20120261.abstract	08/06/2020	Preprint	http://medrxiv.org/content/early/2020/06/08/2020.06.03.20120261.abstract	-	-	-	-	-	-	-	-	['Antagonistas do Receptor da Angiotensina II', 'Antagonistas do Receptor da Angiotensina II', 'Inibidores da Enzima Conversora da Angiotensina 2 (IECA 2)', 'Inibidores da Enzima Conversora da Angiotensina 2 (IECA 2)']	['Angiotensin II Receptor Antagonists', 'Angiotensin II Receptor Antagonists', 'Angiotensin Converting Enzyme 2 (ACEI 2) Inhibitors', 'Angiotensin Converting Enzyme 2 (ACEI 2) Inhibitors']	-	-	-	-	-	Associação entre o uso de IECAs ou BRAs e resultados clínicos em pacientes com COVID-19: uma revisão sistemática e meta-análise. 	-
Renin-angiotensin-aldosterone system inhibitors and mortality in patients with hypertension hospitalized for COVID19: systematic review &meta-analysis	https://doi.org/10.1101/2020.05.21.20107003	26/05/2020	Preprint	10.1101/2020.05.21.20107003	-	-	-	-	-	-	-	-	['Antagonistas do Receptor da Angiotensina II', 'Inibidores da Enzima Conversora da Angiotensina 2 (IECA 2)']	['Angiotensin II Receptor Antagonists', 'Angiotensin Converting Enzyme 2 (ACEI 2) Inhibitors']	-	-	-	-	-	Inibidores do sistema renina-angiotensina-aldosterona e mortalidade em pacientes com hipertensão hospitalizados por COVID19: revisão sistemática e meta-análise 	-
Effect of various treatment modalities on the novel coronavirus (nCOV-2019) infection in humans: a systematic review & meta-analysis	https://doi.org/10.1101/2020.05.24.20111799	26/05/2020	Preprint	10.1101/2020.05.24.20111799	-	-	-	-	-	-	-	-	['Corticosteroides', 'Hidroxicloroquina', 'Lopinavir', 'Remdesivir', 'Ritonavir']	['Corticosteroids', 'Hydroxychloroquine', 'Lopinavir', 'Remdesivir', 'Ritonavir']	-	-	-	-	-	Efeito de várias modalidades de tratamento na infecção pelo novo coronavírus (nCOV-2019) em humanos: uma revisão sistemática e meta-análise 	-
Use of inhibitors of the renin angiotensin system and COVID-19 prognosis: a systematic review and meta-analysis	http://medrxiv.org/content/early/2020/05/26/2020.05.19.20106799.abstract	26/05/2020	Preprint	http://medrxiv.org/content/early/2020/05/26/2020.05.19.20106799.abstract	-	-	-	-	-	-	-	-	['Antagonistas do Receptor da Angiotensina II', 'Inibidores da Enzima Conversora da Angiotensina 2 (IECA 2)']	['Angiotensin II Receptor Antagonists', 'Angiotensin Converting Enzyme 2 (ACEI 2) Inhibitors']	-	-	-	-	-	Uso de inibidores do sistema renina angiotensina e prognóstico de COVID-19: uma revisão sistemática e metanálise 	-
Comorbidities, clinical signs and symptoms, laboratory findings, imaging features, treatment strategies, and outcomes in adult and pediatric patients with COVID-19: A systematic review and meta-analysis	https://doi.org/10.1101/2020.05.20.20103804	22/05/2020	Preprint	10.1101/2020.05.20.20103804	-	-	-	-	-	-	-	-	['Antibióticos', 'Antivirais', 'Corticosteroides', 'Oxigenoterapia']	['Antibiotics', 'Antivirals', 'Corticosteroids', 'Oxygen Therapy']	Our meta-analyses revealed important risk factors that are associated with severity and mortality of COVID-19.	32763496	Travel medicine and infectious disease	1873-0442	10.1016/j.tmaid.2020.101825	Comorbidades, sinais e sintomas clínicos, achados laboratoriais, características de imagem, estratégias de tratamento e resultados em pacientes adultos e pediátricos com COVID-19: uma revisão sistemática e metanálise 	Nossas metanálises revelaram importantes fatores de risco associados à gravidade e mortalidade da COVID-19.
