Título	link	data	tipo	doi	issn	ISSN	Periódico	Qualis	FI (JCR)	H-index	media_citacao_3_anos	Resumo_antigo	Categorias	categories	Resumo	PUBMEDID	Periódico	ISSN	DOI	Tradução do título	Tradução do resumo
Successful recovery of recurrence of positive SARS-CoV-2 RNA in COVID-19 patient with systemic lupus erythematosus: a case report and review	https://pesquisa.bvsalud.org/controlecancer/resource/pt/mdl-32725351	28/07/2020	Artigo completo publicado em periódico científico	https://pesquisa.bvsalud.org/controlecancer/resource/pt/mdl-32725351	-	-	-	-	-	-	-	-	['Hidroxicloroquina', 'Lopinavir', 'Micofenolato de mofetila', 'Prednisona', 'Ritonavir']	['Hydroxychloroquine', 'Lopinavir', 'Mycophenolate mofetil', 'Prednisone', 'Ritonavir']	COVID-19 has become a global concern. A large number of reports have explained the clinical characteristics and treatment strategies of COVID-19, but the characteristics and treatment of COVID-19 patient with systemic lupus erythematosus (SLE) are still unclear. Here, we report the clinical features and treatment of the first SLE patient with confirmed COVID-19 pneumonia. This was a 39-year-old woman, diagnosed with SLE 15 years ago, whose overall clinical characteristics (symptoms, laboratory tests, and chest CTs) were similar to those of the general COVID-19 patients. She continued to take the previous SLE drugs (doses of glucocorticoids, hydroxychloroquine, and immunosuppressive agents were not reduced) and was treated with strict antiviral and infection prevention treatment. After the first discharge, she got a recurrence of COVID-19 during her home isolation, and then returned to hospital and continued the previous therapy. Finally, this long-term immune suppressive patient's COVID-19 was successfully cured. The successful recovery of this case has significant reference value for the future treatment of COVID-19 patients with SLE. Key Points • COVID-19 patients with SLE is advocated to continue the medical treatment for SLE. • Hydroxychloroquine may have potential benefits for COVID-19 patients with SLE. • COVID-19 patients with SLE is prone to relapse, and multiple follow-ups are necessary.	32725351	Clinical rheumatology	1434-9949	10.1007/s10067-020-05230-0	Recuperação bem-sucedida da recorrência de RNA positivo para SARS-CoV-2 em paciente COVID-19 com lúpus eritematoso sistêmico: relato de caso e revisão 	COVID-19 tornou-se uma preocupação global. Um grande número de relatos explicou as características clínicas e estratégias de tratamento do COVID-19, mas as características e o tratamento do paciente COVID-19 com lúpus eritematoso sistêmico (LES) ainda não estão claros. Aqui, relatamos as características clínicas e o tratamento do primeiro paciente com LES com pneumonia confirmada por COVID-19. Tratava-se de uma mulher de 39 anos, diagnosticada com LES há 15 anos, cujas características clínicas gerais (sintomas, exames laboratoriais e TC de tórax) eram semelhantes às dos pacientes gerais com COVID-19. Ela continuou a tomar os medicamentos para LES anteriores (doses de glicocorticóides, hidroxicloroquina e agentes imunossupressores não foram reduzidas) e foi tratada com tratamento antiviral e de prevenção de infecções rigoroso. Após a primeira alta, ela teve recorrência de COVID-19 durante o isolamento domiciliar e, em seguida, retornou ao hospital e continuou a terapia anterior. Finalmente, o COVID-19 deste paciente imunossupressor de longo prazo foi curado com sucesso. A recuperação bem-sucedida deste caso tem valor de referência significativo para o futuro tratamento de pacientes com COVID-19 com LES. Pontos-chave • Recomenda-se que pacientes com COVID-19 com LES continuem o tratamento médico para LES. • A hidroxicloroquina pode ter benefícios potenciais para pacientes com COVID-19 com LES. • Pacientes com COVID-19 com LES são propensos a recaídas e são necessários vários acompanhamentos.
Administration of Immunoglobulins in SARS-CoV-2-Positive Patient Is Associated With Fast Clinical and Radiological Healing: Case Report	https://www.frontiersin.org/article/10.3389/fmed.2020.00388	16/07/2020	Artigo completo publicado em periódico científico	https://www.frontiersin.org/article/10.3389/fmed.2020.00388	2296-858X	2296858X	FRONTIERS IN MEDICINE	C	1.179	54	5.1	-	['Imunoglobulina']	['Immunoglobulin']	Polyclonal preparation of IgM as an adjuvant therapy has been reported as a relevant immunomodulant therapy in several infectious diseases, exhibiting, in most cases, improvement of the clinical course. No drug has demonstrated therapeutic efficacy for COVID-19. Immunomodulatory treatment with hydroxychloroquine and biologics as tocilizumab, in fact, has not proven to show satisfactory results in several reports. We therefore treated a selected patient with interstitial multifocal pneumonia, positive to COVID-19, with polyclonal preparation of immunoglobulins as an adjuvant therapy, obtaining in few days clinical remission and improvements in radiological findings. Based on this case report, we suggest that clinical trials are conducted to test the efficacy and safety of polyclonal immunoglobulins for adjunctive therapy of COVID-19.	32766266	Frontiers in medicine	2296-858X	10.3389/fmed.2020.00388	Imunoglobulinas em Paciente SARS-CoV-2 Positivo Está Associada à Rápida Cicatrização Clínica e Radiológica: Relato de Caso 	melhora do curso clínico. Nenhum medicamento demonstrou eficácia terapêutica para COVID-19. O tratamento imunomodulador com hidroxicloroquina e biológicos como o tocilizumab, de fato, não demonstrou resultados satisfatórios em vários relatos. Assim, tratamos um paciente selecionado com pneumonia intersticial multifocal, positivo para COVID-19, com preparação policlonal de imunoglobulinas como terapia adjuvante, obtendo em poucos dias remissão clínica e melhora dos achados radiológicos. Com base neste relato de caso, sugerimos que sejam realizados ensaios clínicos para testar a eficácia e segurança de imunoglobulinas policlonais para terapia adjuvante de COVID-19.
Multisystem Inflammatory Syndrome With Complete Kawasaki Disease Features Associated With SARS-CoV-2 Infection in a Young Adult. A Case Report	https://doi.org/10.3389/fmed.2020.00428	14/07/2020	Artigo completo publicado em periódico científico	10.3389/fmed.2020.00428	2296-858X	2296858X	FRONTIERS IN MEDICINE	C	1.179	54	5.1	-	['Colchicina', 'Corticosteroides', 'Imunoglobulina', 'Tocilizumabe']	['Colchicine', 'Corticosteroids', 'Immunoglobulin', 'Tocilizumab']	-	-	-	-	-	Síndrome inflamatória multissistêmica com características completas da doença de Kawasaki associadas à infecção por SARS-CoV-2 em um adulto jovem. Relato de Caso 	-
Acute Gouty Arthritis During Favipiravir Treatment for Coronavirus Disease 2019: A Case Report	https://pubmed.ncbi.nlm.nih.gov/32727996/	28/07/2020	Artigo completo publicado em periódico científico	PUBMED_ID:32727996/	-	-	-	-	-	-	-	-	['Favipiravir']	['Favipiravir']	-	-	-	-	-	Artrite gotosa aguda durante o tratamento com Favipiravir para a doença de coronavírus 2019: um relato de caso 	-
Anakinra for the Treatment of COVID-19-Associated Pericarditis: A Case Report	https://link.springer.com/article/10.1007/s10557-020-07044-3	30/07/2020	Artigo completo publicado em periódico científico	https://link.springer.com/article/10.1007/s10557-020-07044-3	0920-3206	9203206	CARDIOVASCULAR DRUGS AND THERAPY	A2	0.860	71	3.51	-	['Anakinra', 'Anakinra']	['Anakinra', 'Anakinra']	The Shanghai panel, and a parallel medical group in Guangzhou, are advising the use of high-dose IV ascorbate for the treatment of ARDS, along with other supportive therapies, including Vitamin D and zinc. We report preliminary progress in using this treatment for 50 consecutive cases treated in Shanghai hospitals, consistent with earlier reports from a meta-analysis of the use of IV ascorbate to treat sepsis. We provide an instructive clinical anecdote regarding a single family where one elderly member with cardiac and other major comorbidities developed and survived ARDS-related sepsis following daily treatments that included 15 g of IV ascorbate. None of her adult caregivers who had ingested between 2 and 10 g of ascorbate daily developed COVID-19.	32734502	Cardiovascular drugs and therapy	1573-7241	10.1007/s10557-020-07044-3	Anakinra para o tratamento da pericardite associada ao COVID-19: um relato de caso 	O painel de Xangai e um grupo médico paralelo em Guangzhou estão aconselhando o uso de ascorbato IV de alta dose para o tratamento da SDRA, juntamente com outras terapias de suporte, incluindo Vitamina D e zinco. Relatamos o progresso preliminar no uso deste tratamento para 50 casos consecutivos tratados em hospitais de Xangai, consistentes com relatos anteriores de uma meta-análise do uso de ascorbato IV para tratar a sepse. Fornecemos uma história clínica instrutiva sobre uma única família onde um membro idoso com comorbidades cardíacas e outras comorbidades importantes desenvolveu e sobreviveu à sepse relacionada à SDRA após tratamentos diários que incluíam 15 g de ascorbato IV. Nenhum de seus cuidadores adultos que ingeriram entre 2 e 10 g de ascorbato diariamente desenvolveu COVID-19.
Successful treatment of two Japanese ESRD cases with severe COVID‐19 pneumonia	https://doi.org/10.1007/s13730-020-00512-7	26/07/2020	Artigo completo publicado em periódico científico	10.1007/s13730-020-00512-7	2192-4449	21924449	-	-	-	-	-	-	['Imunoglobulina', 'Tocilizumabe']	['Immunoglobulin', 'Tocilizumab']	Novel coronavirus disease 2019 (COVID-19) is a highly infectious and deadly disease, spreading worldwide. There are limited data about the clinical course of end-stage renal disease (ESRD) patients infected with COVID-19. However, previous cohort studies showed a high mortality rate of ESRD patients infected with COVID-19. We report here two Japanese ESRD patients confirmed with severe COVID-19 pneumonia. Case 1 was a 60-year-old man with ESRD due to diabetic nephropathy who were infected with COVID-19 and exhibited acute respiratory distress syndrome (ARDS) requiring mechanical ventilation and intensive care unit (ICU) admission. He was treated with tocilizumab and intravenous immunoglobulin (IVIG). After 6 days of treatment in ICU, he was extubated. Case 2 was a 68-year-old woman undergoing maintenance hemodialysis for 17 years who also exhibited ARDS due to COVID-19. Her clinical course resembles case 1. Our experience of these two cases indicates that anti-cytokine therapy might be effective for severe COVID-19 pneumonia in ESRD patients.	32715376	CEN case reports	2192-4449	10.1007/s13730-020-00512-7	O tratamento bem-sucedido de dois casos japoneses de DRT com pneumonia grave por COVID-19 A nova 	doença de coronavírus 2019 (COVID-19) é uma doença altamente infecciosa e mortal, que se espalha em todo o mundo. Existem dados limitados sobre o curso clínico de pacientes com doença renal terminal (ESRD) infectados com COVID-19. No entanto, estudos de coorte anteriores mostraram uma alta taxa de mortalidade de pacientes com insuficiência renal terminal infectados com COVID-19. Relatamos aqui dois pacientes japoneses com insuficiência renal terminal confirmados com pneumonia grave por COVID-19. O caso 1 era um homem de 60 anos com ESRD devido a nefropatia diabética que estava infectado com COVID-19 e exibia síndrome do desconforto respiratório agudo (SDRA) com necessidade de ventilação mecânica e internação em unidade de terapia intensiva (UTI). Foi tratado com tocilizumabe e imunoglobulina intravenosa (IGIV). Após 6 dias de tratamento na UTI, foi extubado. O caso 2 era uma mulher de 68 anos em hemodiálise de manutenção há 17 anos que também apresentava SDRA por COVID-19. Seu curso clínico se assemelha ao caso 1. Nossa experiência desses dois casos indica que a terapia anticitocina pode ser eficaz para pneumonia grave por COVID-19 em pacientes com insuficiência renal terminal.
High‐dose, short‐term corticosteroids for ARDS caused by COVID ‐19: a case series	https://doi.org/10.1002/rcr2.596	04/06/2020	Artigo completo publicado em periódico científico	10.1002/rcr2.596	2051-3380	20513380	Respirology Case Reports	-	0.261	12	0.84	-	['Corticosteroides']	['Corticosteroids']	-	-	-	-	-	Corticosteróides de alta dose e curto prazo para SDRA causada por COVID-19: uma série de casos 	-
Unusual Early Recovery of a Critical COVID-19 Patient After Administration of Intravenous Vitamin C	https://pubmed.ncbi.nlm.nih.gov/32709838/	25/07/2020	Artigo completo publicado em periódico científico	PUBMED_ID:32709838/	-	-	-	-	-	-	-	-	['Ácido ascórbico', 'Azitromicina', 'Colchicina', 'Hidroxicloroquina']	['Ascorbic acid', 'Azithromycin', 'Colchicine', 'Hydroxychloroquine']	BACKGROUND Coronavirus disease 2019 (COVID-19) continues to spread, with confirmed cases now in more than 200 countries. Thus far there are no proven therapeutic options to treat COVID-19. We report a case of COVID-19 with acute respiratory distress syndrome who was treated with high-dose vitamin C infusion and was the first case to have early recovery from the disease at our institute. CASE REPORT A 74-year-old woman with no recent sick contacts or travel history presented with fever, cough, and shortness of breath. Her vital signs were normal except for oxygen saturation of 87% and bilateral rhonchi on lung auscultation. Chest radiography revealed air space opacity in the right upper lobe, suspicious for pneumonia. A nasopharyngeal swab for severe acute respiratory syndrome coronavirus-2 came back positive while the patient was in the airborne-isolation unit. Laboratory data showed lymphopenia and elevated lactate dehydrogenase, ferritin, and interleukin-6. The patient was initially started on oral hydroxychloroquine and azithromycin. On day 6, she developed ARDS and septic shock, for which mechanical ventilation and pressor support were started, along with infusion of high-dose intravenous vitamin C. The patient improved clinically and was able to be taken off mechanical ventilation within 5 days. CONCLUSIONS This report highlights the potential benefits of high-dose intravenous vitamin C in critically ill COVID-19 patients in terms of rapid recovery and shortened length of mechanical ventilation and ICU stay. Further studies will elaborate on the efficacy of intravenous vitamin C in critically ill COVID-19.	32709838	The American journal of case reports	1941-5923	10.12659/AJCR.925521	Recuperação precoce incomum de um paciente crítico com COVID-19 após administração de vitamina C intravenosa 	ANTECEDENTES A doença de coronavírus 2019 (COVID-19) continua a se espalhar, com casos confirmados agora em mais de 200 países. Até o momento, não há opções terapêuticas comprovadas para tratar o COVID-19. Relatamos um caso de COVID-19 com síndrome do desconforto respiratório agudo que foi tratado com infusão de alta dose de vitamina C e foi o primeiro caso a ter recuperação precoce da doença em nosso instituto. RELATO DE CASO Mulher de 74 anos, sem contato recente com doença ou histórico de viagens, apresentou febre, tosse e falta de ar. Seus sinais vitais eram normais, exceto por saturação de oxigênio de 87% e roncos bilaterais à ausculta pulmonar. A radiografia de tórax revelou opacidade dos espaços aéreos em lobo superior direito, suspeita de pneumonia. Um swab nasofaríngeo para síndrome respiratória aguda grave coronavírus-2 deu positivo enquanto o paciente estava na unidade de isolamento aéreo. Os dados laboratoriais mostraram linfopenia e elevação da lactato desidrogenase, ferritina e interleucina-6. O paciente foi inicialmente iniciado com hidroxicloroquina oral e azitromicina. No 6º dia, desenvolveu SDRA e choque séptico, para o qual foi iniciada ventilação mecânica e suporte pressórico, juntamente com infusão de alta dose de vitamina C intravenosa. A paciente melhorou clinicamente e pôde ser retirada da ventilação mecânica em 5 dias. CONCLUSÕES Este relatório destaca os benefícios potenciais da vitamina C intravenosa em altas doses em pacientes com COVID-19 criticamente enfermos em termos de rápida recuperação e redução do tempo de ventilação mecânica e permanência na UTI. Outros estudos elaborarão sobre a eficácia da vitamina C intravenosa em pacientes críticos com COVID-19.
An infant with coronavirus disease 2019 in China: A case report	https://pubmed.ncbi.nlm.nih.gov/32702935/	17/07/2020	Artigo completo publicado em periódico científico	PUBMED_ID:32702935/	-	-	-	-	-	-	-	-	['Interferon alfa']	['Interferon alpha']	-	-	-	-	-	Uma criança com doença de coronavírus 2019 na China: um relato de caso 	-
A systematic review on the efficacy and safety of IL-6 modulatory drugs in the treatment of COVID-19 patients	https://www.europeanreview.org/article/21916	28/07/2020	Artigo completo publicado em periódico científico	https://www.europeanreview.org/article/21916	-	-	-	-	-	-	-	-	['Sarilumabe', 'Siltuximabe', 'Tocilizumabe']	['Sarilumab', 'Siltuximab', 'Tocilizumab']	The pandemic caused by the new SARS-CoV2 coronavirus has led to an effort to find treatments that are effective against this disease that the World Health Organization calls COVID-19. In severe cases of COVID-19, there is an increase in cytokines, among which IL-6 seems to play an important role. A search has been performed for studies using IL-6 blocking drugs (tocilizumab, siltuximab, and sarilumab) in PubMed, Web of Science, and Scopus. Also, a search of ongoing trials registered at clinicaltrials.gov was performed. We found very little published clinical experience with these drugs, consisting mainly of case reports or case series with few patients. The results of clinical trials are necessary to clarify the role of these drugs in patients with COVID-19.	32706087	European review for medical and pharmacological sciences	2284-0729	10.26355/eurrev_202007_21916	Uma revisão sistemática sobre a eficácia e segurança de medicamentos moduladores de IL-6 no tratamento de pacientes com COVID-19 	A pandemia causada pelo novo coronavírus SARS-CoV2 levou a um esforço para encontrar tratamentos eficazes contra essa doença que o World Health Organização chama COVID-19. Em casos graves de COVID-19, há aumento de citocinas, entre as quais a IL-6 parece desempenhar um papel importante. Uma pesquisa foi realizada para estudos usando drogas bloqueadoras de IL-6 (tocilizumab, siltuximab e sarilumab) no PubMed, Web of Science e Scopus. Além disso, foi realizada uma busca de ensaios em andamento registrados em clinicaltrials.gov. Encontramos muito pouca experiência clínica publicada com esses medicamentos, consistindo principalmente de relatos de casos ou séries de casos com poucos pacientes. Os resultados dos ensaios clínicos são necessários para esclarecer o papel desses medicamentos em pacientes com COVID-19.
The Combined Use of Tocilizumab and Hemoadsorption in a Patient with SARS-COV-2-19-Associated Pneumonia: A Case Report	https://www.karger.com/Article/FullText/509738	21/07/2020	Artigo completo publicado em periódico científico	https://www.karger.com/Article/FullText/509738	-	-	-	-	-	-	-	-	['Tocilizumabe']	['Tocilizumab']	-	-	-	-	-	O uso combinado de tocilizumabe e hemoadsorção em um paciente com pneumonia associada ao SARS-COV-2-19: um relato de caso 	-
Acute cor pulmonale in COVID-19-related ARDS: improvement with almitrine infusion	https://doi.org/10.1016/j.jaccas.2020.06.011	16/06/2020	Artigo completo publicado em periódico científico	10.1016/j.jaccas.2020.06.011	2666-0849	26660849	JACC: Case Reports	-	0.196	5	0.48	-	['Almitrina']	['Almitrine']	Coronavirus disease-19 (COVID-19)-related severe acute respiratory distress syndrome can lead to acute cor pulmonale. We report a case of acute cor pulmonale secondary to severe COVID-19 acute respiratory distress syndrome diagnosed with transesophageal echocardiography. Almitrine infusion allowed rapid enhancement of right ventricular function as well as improvement in oxygenation. (	32835274	JACC. Case reports	2666-0849	10.1016/j.jaccas.2020.06.011	Cor pulmonale agudo na SDRA relacionada ao COVID-19: melhora com infusão 	de almitrina A síndrome do desconforto respiratório agudo grave relacionada à doença de coronavírus 19 (COVID-19) pode levar ao cor pulmonale agudo. Relatamos um caso de cor pulmonale agudo secundário à síndrome do desconforto respiratório agudo COVID-19 grave diagnosticado com ecocardiograma transesofágico. A infusão de almitrina permitiu rápida melhora da função ventricular direita, bem como melhora da oxigenação. (
Tailoring steroids in the treatment of COVID-19 pneumonia assisted by CT scans: Three case reports	https://clinowl.com/tailoring-steroids-in-the-treatment-of-covid-19-pneumonia-assisted-by-ct-scans-three-case-reports/	14/07/2020	Artigo completo publicado em periódico científico	https://clinowl.com/tailoring-steroids-in-the-treatment-of-covid-19-pneumonia-assisted-by-ct-scans-three-case-reports/	-	-	-	-	-	-	-	-	['Prednisona']	['Prednisone']	In this article, we analyze and report cases of three patients who were admitted to Renmin Hospital, Wuhan University, China, for treating COVID-19 pneumonia in February 2020 and were unresponsive to initial treatment of steroids. They were then received titrated steroids treatment based on the assessment of computed tomography (CT) images augmented and analyzed with the artificial intelligence (AI) tool and output. Three patients were finally recovered and discharged. The result indicated that sufficient steroids may be effective in treating the COVID-19 patients after frequent evaluation and timely adjustment according to the disease severity assessed based on the quantitative analysis of the images of serial CT scans.	32675436	Journal of X-ray science and technology	1095-9114	10.3233/XST-200710	Adaptação de esteróides no tratamento da pneumonia por COVID-19 assistida por tomografia computadorizada: Três relatos de casos 	Neste artigo, analisamos e relatamos casos de três pacientes que foram internados no Hospital Renmin, Universidade de Wuhan, China, para tratamento de pneumonia por COVID-19 em fevereiro 2020 e não responderam ao tratamento inicial com esteróides. Eles receberam então tratamento com esteróides titulados com base na avaliação de imagens de tomografia computadorizada (TC) aumentadas e analisadas com a ferramenta e saída de inteligência artificial (IA). Três pacientes foram finalmente recuperados e liberados. O resultado indicou que esteróides suficientes podem ser eficazes no tratamento dos pacientes com COVID-19 após avaliação frequente e ajuste oportuno de acordo com a gravidade da doença avaliada com base na análise quantitativa das imagens de tomografias seriadas.
Safety and Efficacy of Amiodarone in a Patient With COVID-19	https://doi.org/10.1016/j.jaccas.2020.04.053	15/07/2020	Artigo completo publicado em periódico científico	10.1016/j.jaccas.2020.04.053	2666-0849	26660849	JACC: Case Reports	-	0.196	5	0.48	-	['Amiodarona']	['Amiodarone']	-	-	-	-	-	Segurança e eficácia da amiodarona em paciente com COVID-19 	-
Case Report: A COVID-19 Patient Presenting with Mild Rhabdomyolysis	http://www.ajtmh.org/content/journals/10.4269/ajtmh.20-0583	19/06/2020	Artigo completo publicado em periódico científico	http://www.ajtmh.org/content/journals/10.4269/ajtmh.20-0583	0002-9637	29637	American Journal of Tropical Medicine and Hygiene	-	1.013	157	2.87	-	['Azitromicina', 'Favipiravir', 'Hidroxicloroquina', 'Oseltamivir']	['Azithromycin', 'Favipiravir', 'Hydroxychloroquine', 'Oseltamivir']	The news was reported from the Wuhan region of China about a novel corona virus in the end of 2019. After spreading around the world, a pandemic was declared by the WHO. Depending on the different involvement of the disease, the most common symptoms are fever, cough, and dyspnea. However, some indeterminate symptoms that make diagnosis difficult, such as myalgia and fatigue, can also be seen alone, without the typical clinical picture. We describe a patient with COVID-19 pneumonia, the only complaint of which is myalgia, and the first diagnosis is mild rhabdomyolysis. The patient had no evidence or history other than viral infection that could explain muscle pain and also increased level of muscle enzymes. When mild rhabdomyolysis lack of myoglobinuria and complications was diagnosed, treatment-related rhabdomyolysis was also avoided as no treatment related to COVID-19 was initiated yet. Apart from the typical symptoms leading to the typical diagnosis of COVID-19 at the first admission, SARS-CoV-2 related with rhabdomyolysis should also be kept in mind.	32563271	The American journal of tropical medicine and hygiene	1476-1645	tpmd200583	Relato de caso: paciente com COVID-19 apresentando rabdomiólise leve 	A notícia foi divulgada na região de Wuhan, na China, sobre um novo vírus corona no final de 2019. Depois de se espalhar pelo mundo, uma pandemia foi declarada pela OMS. Dependendo do acometimento da doença, os sintomas mais comuns são febre, tosse e dispneia. No entanto, alguns sintomas indeterminados que dificultam o diagnóstico, como mialgia e fadiga, também podem ser observados isoladamente, sem o quadro clínico típico. Descrevemos um paciente com pneumonia por COVID-19, cuja única queixa é mialgia, e o primeiro diagnóstico é rabdomiólise leve. O paciente não tinha nenhuma evidência ou história além de infecção viral que pudesse explicar a dor muscular e também o aumento do nível de enzimas musculares. Quando foi diagnosticada rabdomiólise leve, falta de mioglobinúria e complicações, a rabdomiólise relacionada ao tratamento também foi evitada, pois ainda não foi iniciado nenhum tratamento relacionado ao COVID-19. Além dos sintomas típicos que levam ao diagnóstico típico de COVID-19 na primeira admissão, o SARS-CoV-2 relacionado à rabdomiólise também deve ser lembrado.
Successful Treatment of Severe COVID-19 Pneumonia With Clazakizumab in a Heart Transplant Recipient: A Case Report	https://www.sciencedirect.com/science/article/pii/S0041134520325756	07/06/2020	Artigo completo publicado em periódico científico	https://www.sciencedirect.com/science/article/pii/S0041134520325756	-	-	-	-	-	-	-	-	['Clazakizumab']	['Clazakizumab']	-	-	-	-	-	Tratamento bem-sucedido de pneumonia grave por COVID-19 com clazakizumab em um receptor de transplante cardíaco: um relato de caso 	-
Case Report: Clinical Treatment of the First Critical Patient With Coronavirus Disease (COVID-19) in Liaocheng, Shandong Province	https://doi.org/10.3389/fmed.2020.00249	28/06/2020	Artigo completo publicado em periódico científico	10.3389/fmed.2020.00249	2296-858X	2296858X	FRONTIERS IN MEDICINE	C	1.179	54	5.1	-	['Antibióticos', 'Interferon', 'Ribavirina', 'Umifenovir']	['Antibiotics', 'Interferon', 'Ribavirin', 'Umifenovir']	This paper reports the clinical characteristics, diagnosis, and treatment of the first critical COVID-19 patient in Liaocheng City, who was admitted to the intensive care unit isolation ward of Liaocheng People's Hospital on February 11, 2020. On admission, the patient had difficulty breathing, the oxygenation index was 135 mmHg, and the blood lactate was 5.6 mmol/L. After comprehensive treatment including high-flow nasal cannula oxygen therapy, plasma exchange, antiviral and anti-infection therapies, immune regulation, liquid volume management, glucocorticoid, enteral nutrition support, analgesia and sedation, blood glucose control, anticoagulation and thrombus prevention, and electrolyte balance maintenance, the patient was finally cured, and discharged. The purpose of this case report is to provide a reference for the clinical diagnosis and treatment of critical COVID-19 patients.	32574337	Frontiers in medicine	2296-858X	10.3389/fmed.2020.00249	Relato de caso: tratamento clínico do primeiro paciente crítico com doença de coronavírus (COVID-19) em Liaocheng, província de Shandong 	Este artigo relata as características clínicas, diagnóstico e tratamento do primeiro paciente crítico com COVID-19 na cidade de Liaocheng, que foi internado a ala de isolamento da unidade de terapia intensiva do Hospital Popular de Liaocheng em 11 de fevereiro de 2020. Na admissão, o paciente apresentava dificuldade para respirar, o índice de oxigenação era de 135 mmHg e o lactato sanguíneo era de 5,6 mmol/L. Após tratamento abrangente, incluindo oxigenoterapia com cânula nasal de alto fluxo, troca de plasma, terapias antivirais e anti-infecciosas, regulação imunológica, gerenciamento de volume de líquido, glicocorticóide, suporte de nutrição enteral, analgesia e sedação, controle de glicose no sangue, anticoagulação e prevenção de trombos e eletrólitos manutenção do equilíbrio, o paciente foi finalmente curado e recebeu alta. O objetivo deste relato de caso é fornecer uma referência para o diagnóstico clínico e tratamento de pacientes críticos com COVID-19.
A synergistic role of convalescent plasma and mesenchymal stem cells in the treatment of severely ill COVID-19 patients: a clinical case report	https://stemcellres.biomedcentral.com/articles/10.1186/s13287-020-01802-8	16/07/2020	Artigo completo publicado em periódico científico	https://stemcellres.biomedcentral.com/articles/10.1186/s13287-020-01802-8	1757-6512	17576512	STEM CELL RESEARCH & THERAPY	A1	1.330	90	7.89	 Abstract Acute respiratory distress syndrome virus-2 (SARS-CoV-2) responsible for coronavirus disease 2019 (COVID-19) infection, which causes global public health emergencies, has sped widely for more than 5 months and has the risk of long-term transmission. No effective treatment has been discovered to date. In the cases we report, the patient continued to deteriorate even after administration of antiviral drugs such as lopinavir/ritonavir, interferon-α, and ribavirin, as well as intravenous injection of meropenem, methylprednisolone, and immunoglobulin. So, we infused the patient with convalescent plasma (CP), and the absolute lymphocyte count increased the next day and returned to normal on the fourth day. Followed by intravenous infusion of mesenchymal stem cells (MSCs), bilateral infiltrates were absorbed and the pulmonary function was significantly improved. We note that the intravenous infusion of CP and MSCs for the treatment of severe COVID-19 patients may have synergistic characteristics in inhibiting cytokine storm, promoting the repair of lung injury, and recovering pulmonary function. We hope to provide a reference for the research direction of COVID-19 clinical strategies.	['Plasma convalescente', 'Terapia celular']	['Convalescent Plasma', 'Cell Therapy']	Acute respiratory distress syndrome virus-2 (SARS-CoV-2) responsible for coronavirus disease 2019 (COVID-19) infection, which causes global public health emergencies, has sped widely for more than 5 months and has the risk of long-term transmission. No effective treatment has been discovered to date. In the cases we report, the patient continued to deteriorate even after administration of antiviral drugs such as lopinavir/ritonavir, interferon-α, and ribavirin, as well as intravenous injection of meropenem, methylprednisolone, and immunoglobulin. So, we infused the patient with convalescent plasma (CP), and the absolute lymphocyte count increased the next day and returned to normal on the fourth day. Followed by intravenous infusion of mesenchymal stem cells (MSCs), bilateral infiltrates were absorbed and the pulmonary function was significantly improved. We note that the intravenous infusion of CP and MSCs for the treatment of severe COVID-19 patients may have synergistic characteristics in inhibiting cytokine storm, promoting the repair of lung injury, and recovering pulmonary function. We hope to provide a reference for the research direction of COVID-19 clinical strategies.	32678017	Stem cell research & therapy	1757-6512	10.1186/s13287-020-01802-8	Um papel sinérgico de plasma convalescente e células-tronco mesenquimais no tratamento de pacientes gravemente enfermos com COVID-19: relato de caso clínico 	Vírus da síndrome do desconforto respiratório agudo-2 (SARS-CoV-2) responsável pela infecção por doença de coronavírus 2019 (COVID-19) , que causa emergências globais de saúde pública, acelerou amplamente por mais de 5 meses e tem o risco de transmissão a longo prazo. Nenhum tratamento eficaz foi descoberto até o momento. Nos casos relatados, o paciente continuou a piorar mesmo após a administração de medicamentos antivirais, como lopinavir/ritonavir, interferon-α e ribavirina, bem como injeção intravenosa de meropenem, metilprednisolona e imunoglobulina. Assim, infundimos o paciente com plasma convalescente (CP), e a contagem absoluta de linfócitos aumentou no dia seguinte e voltou ao normal no quarto dia. Seguido de infusão intravenosa de células-tronco mesenquimais (MSCs), os infiltrados bilaterais foram absorvidos e a função pulmonar melhorou significativamente. Observamos que a infusão intravenosa de CP e MSCs para o tratamento de pacientes graves com COVID-19 pode ter características sinérgicas na inibição da tempestade de citocinas, promovendo o reparo da lesão pulmonar e recuperando a função pulmonar. Esperamos fornecer uma referência para a direção de pesquisa de estratégias clínicas COVID-19.
