Título	link	data	tipo	doi	issn	ISSN	Periódico	Qualis	FI (JCR)	H-index	media_citacao_3_anos	Resumo_antigo	Categorias	categories	Resumo	PUBMEDID	Periódico	ISSN	DOI	Tradução do título	Tradução do resumo
Convalescent plasma in the management of moderate COVID-19 in India: An open-label parallel-arm phase II multicentre randomized controlled trial (PLACID Trial)	https://doi.org/10.1101/2020.09.03.20187252	08/09/2020	Preprint	10.1101/2020.09.03.20187252	-	-	-	-	-	-	-	-	['Plasma convalescente']	['Convalescent Plasma']	Clinical Trial Registry of India CTRI/2020/04/024775.	33093056	BMJ (Clinical research ed.)	1756-1833	10.1136/bmj.m3939	Plasma convalescente no manejo de COVID-19 moderado na Índia: um ensaio clínico randomizado controlado de fase II de braço paralelo aberto (PLACID Trial) 	Clinical Trial Registry of India CTRI/2020/04/024775.
Convalescent Plasma for COVID-19: A multicenter, randomized clinical trial	https://www.medrxiv.org/content/10.1101/2020.08.26.20182444v2	01/09/2020	Preprint	10.1101/2020.08.26.20182444v2	-	-	-	-	-	-	-	-	['Plasma convalescente']	['Convalescent Plasma']	-	-	-	-	-	Plasma convalescente para COVID-19: um ensaio clínico multicêntrico e randomizado 	-
Pleiotropic effect of Lactoferrin in the prevention and treatment of COVID-19 infection: randomized clinical trial, in vitro and in silico preliminary evidences	https://doi.org/10.1101/2020.08.11.244996	17/08/2020	Preprint	10.1101/2020.08.11.244996	-	-	-	-	-	-	-	-	['Lactoferrina']	['Lactoferrin']	-	-	-	-	-	Efeito pleiotrópico da Lactoferrina na prevenção e tratamento da infecção por COVID-19: ensaio clínico randomizado, evidências preliminares in vitro e in silico 	-
Telmisartan for treatment of Covid-19 patients: an open randomized clinical trial. Preliminary report	https://doi.org/10.1101/2020.08.04.20167205	13/08/2020	Preprint	10.1101/2020.08.04.20167205	-	-	-	-	-	-	-	-	['Antagonistas do Receptor da Angiotensina II']	['Angiotensin II Receptor Antagonists']	-	-	-	-	-	Telmisartan para tratamento de pacientes com Covid-19: um ensaio clínico randomizado aberto. Relatório preliminar 	-
Beneficial effects of colchicine for moderate to severe COVID-19: an interim analysis of a randomized, double-blinded, placebo controlled clinical trial	https://doi.org/10.1101/2020.08.06.20169573	12/08/2020	Preprint	10.1101/2020.08.06.20169573	-	-	-	-	-	-	-	-	['Azitromicina', 'Colchicina', 'Hidroxicloroquina', 'Prednisona']	['Azithromycin', 'Colchicine', 'Hydroxychloroquine', 'Prednisone']	-	-	-	-	-	Efeitos benéficos da colchicina para COVID-19 moderado a grave: uma análise provisória de um ensaio clínico randomizado, duplo-cego e controlado por placebo 	-
Immunogenicity and Safety of a SARS-CoV-2 Inactivated Vaccine in Healthy Adults Aged 18-59 years: Report of the Randomized, Double-blind, and Placebo-controlled Phase 2 Clinical Trial	http://dx.doi.org/10.1101/2020.07.31.20161216	10/08/2020	Preprint	10.1101/2020.07.31.20161216	-	-	-	-	-	-	-	-	['Vacina de vírus inativado']	['Inactivated virus vaccine']	-	-	-	-	-	Imunogenicidade e segurança de uma vacina inativada para SARS-CoV-2 em adultos saudáveis de 18 a 59 anos: relatório do ensaio clínico de fase 2 randomizado, duplo-cego e controlado por placebo 	-
Convalescent Plasma for COVID-19. A randomized clinical trial	https://doi.org/10.1101/2020.07.01.20139857	03/07/2020	Preprint	10.1101/2020.07.01.20139857	-	-	-	-	-	-	-	-	['Plasma convalescente']	['Convalescent Plasma']	-	-	-	-	-	Plasma convalescente para COVID-19. Um ensaio clínico randomizado 	-
Rapid systematic review on clinical evidence of chloroquine and hydroxychloroquine in COVID-19: critical assessment and recommendation for future clinical trials.	http://medrxiv.org/content/early/2020/06/01/2020.06.01.20118901.abstract	01/06/2020	Preprint	http://medrxiv.org/content/early/2020/06/01/2020.06.01.20118901.abstract	-	-	-	-	-	-	-	-	['Cloroquina', 'Cloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina']	['Chloroquine', 'Chloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine']	-	-	-	-	-	Revisão sistemática rápida sobre evidências clínicas de cloroquina e hidroxicloroquina no COVID-19: avaliação crítica e recomendação para futuros ensaios clínicos. 	-
Nebulized in-line endotracheal dornase alfa and albuterol administered to mechanically 2 ventilated COVID-19 patients: A case series	https://doi.org/10.1101/2020.05.13.20087734	15/05/2020	Preprint	10.1101/2020.05.13.20087734	-	-	-	-	-	-	-	-	['Albuterol', 'Dornase alfa']	['Albuterol', 'Dornase alpha']	Results suggest that dornase alfa will be well-tolerated by patients with severe COVID-19. Clinical trials are required to formally test the dosing, safety, and efficacy of dornase alfa in COVID-19, and several have been recently registered.	32993479	Molecular medicine (Cambridge, Mass.)	1528-3658	10.1186/s10020-020-00215-w	Alfadornase endotraqueal nebulizada em linha e albuterol administrados a 2 pacientes com COVID-19 ventilados mecanicamente: uma série de casos 	Os resultados sugerem que a alfadornase será bem tolerada por pacientes com COVID-19 grave. Ensaios clínicos são necessários para testar formalmente a dosagem, segurança e eficácia da dornase alfa no COVID-19, e vários foram registrados recentemente.
The race to find a SARS-CoV-2 drug can only be won by a few chosen drugs: a systematic review of registers of clinical trials of drugs aimed at preventing or treating COVID-19	https://doi.org/10.1101/2020.05.05.20091785	09/05/2020	Preprint	10.1101/2020.05.05.20091785	-	-	-	-	-	-	-	-	['Cloroquina', 'Cloroquina', 'Cloroquina', 'Cloroquina', 'Favipiravir', 'Favipiravir', 'Favipiravir', 'Favipiravir', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Lopinavir', 'Lopinavir', 'Lopinavir', 'Lopinavir', 'Plasma convalescente', 'Plasma convalescente', 'Plasma convalescente', 'Plasma convalescente', 'Remdesivir', 'Remdesivir', 'Remdesivir', 'Remdesivir', 'Ritonavir', 'Ritonavir', 'Ritonavir', 'Ritonavir', 'Tocilizumabe', 'Tocilizumabe', 'Tocilizumabe', 'Tocilizumabe']	['Chloroquine', 'Chloroquine', 'Chloroquine', 'Chloroquine', 'Favipiravir', 'Favipiravir', 'Favipiravir', 'Favipiravir', 'Hydroxychloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine', ' Lopinavir', 'Lopinavir', 'Lopinavir', 'Lopinavir', 'Plasma convalescent', 'Plasma convalescent', 'Plasma convalescent', 'Plasma convalescent', 'Remdesivir', 'Remdesivir', 'Remdesivir', 'Remdesivir' , 'Ritonavir', 'Ritonavir', 'Ritonavir', 'Ritonavir', 'Tocilizumab', 'Tocilizumab', 'Tocilizumab', 'Tocilizumab']	-	-	-	-	-	A corrida para encontrar um medicamento SARS-CoV-2 só pode ser vencida por alguns medicamentos escolhidos: uma revisão sistemática de registros de ensaios clínicos de medicamentos destinados a prevenir ou tratar o COVID-19 	-
Hydroxychloroquine is associated with slower viral clearance in clinical COVID-19 patients with mild to moderate disease: A retrospective study	https://doi.org/10.1101/2020.04.27.20082180	02/05/2020	Preprint	10.1101/2020.04.27.20082180	-	-	-	-	-	-	-	-	['Hidroxicloroquina']	['Hydroxychloroquine']	There are conflicting data regarding the use of hydroxychloroquine (HCQ) in COVID-19 hospitalized patients. The objective of this study was to assess the efficacy of HCQ in increasing SARS-CoV-2 viral clearance.Hospitalized adult patients with confirmed SARS-CoV-2 infection were retrospectively included in the study. The primary outcome was the time from a confirmed positive nasopharyngeal swab to turn negative. A negative nasopharyngeal swab conversion was defined as a confirmed SARS-CoV-2 case followed by 2 negative results using RT-PCR assay with samples obtained 24 hours apart. Multiple linear regression analysis was used to adjust for potential confounders.Thirty-four confirmed COVID-19 patients completed the study. Nineteen (55.9%) patients presented with symptoms, and 14 (41.2%) had pneumonia. Only 21 (61.8%) patients received HCQ. The time to SARS-CoV-2 negativity nasopharyngeal test was significantly longer in patients who received HCQ than those who did not receive HCQ [17 (13-21) vs 10 (4-13) days, P = .023]. HCQ was independently associated with time to negativity test after adjustment for potential confounders (symptoms, comorbidities, antiviral drugs, pneumonia, or oxygen therapy) in multivariable Cox proportional hazards regression analysis (hazard ratio = 0.33, 95% confidence interval: 0.13-0.9, P = .024). On day 14, 47.8% (14/23) patients tested negative in the HCQ group compared with 90.9% (10/11) patients who did not receive HCQ (P = .016).HCQ was associated with a slower viral clearance in COVID-19 patients with mild to moderate disease. Data from ongoing randomized clinical trials with HCQ should provide a definitive answer regarding the efficacy and safety of this treatment.	33350752	Medicine	1536-5964	10.1097/MD.0000000000023720	A hidroxicloroquina está associada a uma depuração viral mais lenta em pacientes clínicos com COVID-19 com doença leve a moderada: um estudo retrospectivo 	Existem dados conflitantes sobre o uso de hidroxicloroquina (HCQ) em pacientes hospitalizados com COVID-19. O objetivo deste estudo foi avaliar a eficácia do HCQ no aumento da depuração viral SARS-CoV-2. Pacientes adultos hospitalizados com infecção confirmada por SARS-CoV-2 foram incluídos retrospectivamente no estudo. O desfecho primário foi o tempo de um swab nasofaríngeo positivo confirmado para se tornar negativo. Uma conversão negativa de swab nasofaríngeo foi definida como um caso confirmado de SARS-CoV-2 seguido por 2 resultados negativos usando ensaio RT-PCR com amostras obtidas com 24 horas de intervalo. A análise de regressão linear múltipla foi usada para ajustar possíveis fatores de confusão. Trinta e quatro pacientes confirmados com COVID-19 completaram o estudo. Dezenove (55,9%) pacientes apresentaram sintomas e 14 (41,2%) tiveram pneumonia. Apenas 21 (61,8%) pacientes receberam HCQ. O tempo para o teste nasofaríngeo de negatividade do SARS-CoV-2 foi significativamente maior em pacientes que receberam HCQ do que aqueles que não receberam HCQ [17 (13-21) vs 10 (4-13) dias, P = 0,023]. O HCQ foi independentemente associado ao tempo para teste de negatividade após ajuste para possíveis fatores de confusão (sintomas, comorbidades, medicamentos antivirais, pneumonia ou oxigenoterapia) na análise de regressão multivariada de riscos proporcionais de Cox (razão de risco = 0,33, intervalo de confiança de 95%: 0,13-0,9, P = 0,024). No dia 14, 47,8% (14/23) pacientes testaram negativo no grupo HCQ em comparação com 90,9% (10/11) pacientes que não receberam HCQ (P = 0,016). HCQ foi associado a uma depuração viral mais lenta no COVID -19 pacientes com doença leve a moderada. Dados de ensaios clínicos randomizados em andamento com HCQ devem fornecer uma resposta definitiva quanto à eficácia e segurança desse tratamento.
Potential Effectiveness and Safety of Antiviral Agents in Children with Coronavirus Disease 2019: A Rapid Review and Meta-Analysis	https://doi.org/10.1101/2020.04.13.20064436	17/04/2020	Preprint	10.1101/2020.04.13.20064436	-	-	-	-	-	-	-	-	['Favipiravir', 'Favipiravir', 'Favipiravir', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Lopinavir', 'Lopinavir', 'Lopinavir', 'Ritonavir', 'Ritonavir', 'Ritonavir', 'Umifenovir', 'Umifenovir', 'Umifenovir']	['Favipiravir', 'Favipiravir', 'Favipiravir', 'Hydroxychloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine', 'Lopinavir', 'Lopinavir', 'Lopinavir', 'Ritonavir', 'Ritonavir', 'Ritonavir', ' Umifenovir', 'Umifenovir', 'Umifenovir']	There is no evidence showing the effectiveness of antiviral agents for children with COVID-19, and the clinical efficacy of existing antiviral agents is still uncertain. We do not suggest clinical routine use of antivirals for COVID-19 in children, with the exception of clinical trials.	32566561	Annals of translational medicine	2305-5839	10.21037/atm-20-3301	Potencial eficácia e segurança de agentes antivirais em crianças com doença de coronavírus 2019: uma revisão rápida e meta 	- análise Não sugerimos o uso de rotina clínica de antivirais para COVID-19 em crianças, com exceção de ensaios clínicos.
