Título	link	data	tipo	doi	issn	ISSN	Periódico	Qualis	FI (JCR)	H-index	media_citacao_3_anos	Resumo_antigo	Categorias	categories	Resumo	PUBMEDID	Periódico	ISSN	DOI	Tradução do título	Tradução do resumo
Comprehensive Systematic Review to Identify putative COVID-19 Treatments: Roles for Immunomodulator and Antiviral Treatments	https://www.medrxiv.org/content/10.1101/2020.08.13.20174060v1	14/08/2020	Preprint	10.1101/2020.08.13.20174060v1	-	-	-	-	-	-	-	-	['Cloroquina', 'Corticosteroides', 'Danoprevir', 'Favipiravir', 'Hidroxicloroquina', 'Imunoglobulina', 'Lopinavir', 'Meplazumabe', 'Remdesivir', 'Ritonavir', 'Siltuximabe', 'Tocilizumabe', 'Umifenovir']	['Chloroquine', 'Corticosteroids', 'Danoprevir', 'Favipiravir', 'Hydroxychloroquine', 'Immunoglobulin', 'Lopinavir', 'Meplazumab', 'Remdesivir', 'Ritonavir', 'Siltuximab', 'Tocilizumab', ' Umifenovir']	-	-	-	-	-	Revisão sistemática abrangente para identificar tratamentos putativos com COVID-19: papéis para tratamentos imunomoduladores e antivirais 	-
Efficacy of Famotidine for COVID-19: A Systematic Review and Meta-analysis	https://doi.org/10.1101/2020.09.28.20203463	30/09/2020	Preprint	10.1101/2020.09.28.20203463	-	-	-	-	-	-	-	-	['Famotidina']	['Famotidine']	-	-	-	-	-	Eficácia da Famotidina para COVID-19: Uma Revisão Sistemática e Meta-análise 	-
Pentoxifylline and Covid-19: A Systematic Review	https://www.medrxiv.org/content/10.1101/2020.09.14.20194381v1	18/09/2020	Preprint	10.1101/2020.09.14.20194381v1	-	-	-	-	-	-	-	-	['Pentoxifilina', 'Pentoxifilina']	['Pentoxifylline', 'Pentoxifylline']	-	-	-	-	-	Pentoxifilina e Covid-19: Uma Revisão Sistemática 	-
Safety and Efficacy of Antiviral Drugs for the Treatment of Patients with SARS-CoV-2 Infection: A Systematic Review and Meta-analyses	https://doi.org/10.1101/2020.09.03.20187526	10/09/2020	Preprint	10.1101/2020.09.03.20187526	-	-	-	-	-	-	-	-	['Favipiravir', 'Lopinavir', 'Remdesivir', 'Ritonavir', 'Umifenovir']	['Favipiravir', 'Lopinavir', 'Remdesivir', 'Ritonavir', 'Umifenovir']	-	-	-	-	-	Segurança e eficácia de medicamentos antivirais para o tratamento de pacientes com infecção por SARS-CoV-2: uma revisão sistemática e meta-análises 	-
Beneficial and Harmful Outcomes of Tocilizumab in Severe COVID-19:A Systematic Review and Meta-Analysis	https://doi.org/10.1101/2020.09.05.20188912	08/09/2020	Preprint	10.1101/2020.09.05.20188912	-	-	-	-	-	-	-	-	[]	[]	-	-	-	-	-	Resultados benéficos e prejudiciais do tocilizumab em casos graves de COVID-19: uma revisão sistemática e meta-análise 	-
Addition of Tocilizumab to the standard of care reduces mortality in severe COVID-19: A systematic review and meta-analysis	https://doi.org/10.1101/2020.07.10.20150680	03/09/2020	Preprint	10.1101/2020.07.10.20150680	-	-	-	-	-	-	-	-	['Tocilizumabe']	['Tocilizumab']	-	-	-	-	-	A adição de tocilizumab ao padrão de atendimento reduz a mortalidade em COVID-19 grave: uma revisão sistemática e meta-análise 	-
Effect of Renin-Angiotensin-Aldosterone System inhibitors on outcomes of COVID-19 patients with hypertension: Systematic review and Meta-analysis	https://doi.org/10.1101/2020.09.03.20187393	04/09/2020	Preprint	10.1101/2020.09.03.20187393	-	-	-	-	-	-	-	-	['Inibidores do Sistema Renina-Angiotensina-Aldosterona (ISRAA)']	['Renin-Angiotensin-Aldosterone System Inhibitors (ISRAA)']	-	-	-	-	-	Efeito dos inibidores do sistema renina-angiotensina-aldosterona nos resultados de pacientes com COVID-19 com hipertensão: revisão sistemática e meta-análise 	-
Hydroxychloroquine is Effective and Safe for the Treatment of COVID-19, and May be Universally Effective When Used Early Before Hospitalization: A Systematic Review	https://www.palmerfoundation.com.au/hydroxychloroquine-is-effective-and-safe-for-the-treatment-of-covid-19-and-may-be-universally-effective-when-used-early-before-hospitalization-a-systematic-review/	04/09/2020	Preprint	https://www.palmerfoundation.com.au/hydroxychloroquine-is-effective-and-safe-for-the-treatment-of-covid-19-and-may-be-universally-effective-when-used-early-before-hospitalization-a-systematic-review/	-	-	-	-	-	-	-	-	['Hidroxicloroquina']	['Hydroxychloroquine']	-	-	-	-	-	A hidroxicloroquina é eficaz e segura para o tratamento do COVID-19 e pode ser universalmente eficaz quando usada precocemente antes da hospitalização: uma revisão sistemática 	-
Janus Kinase-Inhibitor and Type I Interferon Ability to Produce Favorable Clinical Outcomes in COVID-19 Patients: A Systematic Review and Meta-Analysis	http://medrxiv.org/content/early/2020/08/11/2020.08.10.20172189.abstract	11/08/2020	Preprint	http://medrxiv.org/content/early/2020/08/11/2020.08.10.20172189.abstract	-	-	-	-	-	-	-	-	['Inibidores de Janus Kinase (JAK)', 'Interferon recombinante tipo 1']	['Janus Kinase (JAK) Inhibitors', 'Recombinant Interferon Type 1']	Janus kinase-inhibitor treatment is significantly associated with positive clinical outcomes in terms of mortality, ICU admission, and discharge. Type I interferon treatment is associated with positive clinical outcomes in regard to mortality and discharge. While these data show promise, additional well-conducted RCTs are needed to further elucidate the relationship between clinical outcomes and Janus kinase-inhibitors and Type I interferons in COVID-19 patients.	33430799	BMC infectious diseases	1471-2334	10.1186/s12879-020-05730-z	Capacidade do inibidor de Janus quinase e do interferon tipo I de produzir resultados clínicos favoráveis em pacientes com COVID-19: uma revisão sistemática e metanálise O 	tratamento com o inibidor de Janus quinase está significativamente associado a resultados clínicos positivos em termos de mortalidade, admissão na UTI e alta. O tratamento com interferon tipo I está associado a resultados clínicos positivos em relação à mortalidade e alta. Embora esses dados sejam promissores, RCTs adicionais bem conduzidos são necessários para elucidar ainda mais a relação entre os resultados clínicos e os inibidores da Janus quinase e os interferons Tipo I em pacientes com COVID-19.
A meta-review of systematic reviews and an updated metaanalysis on the efficacy of chloroquine and hydroxychloroquine in treating COVID19 infection	https://www.medrxiv.org/content/10.1101/2020.07.28.20164012v1	30/07/2020	Preprint	10.1101/2020.07.28.20164012v1	-	-	-	-	-	-	-	-	['Cloroquina', 'Cloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina']	['Chloroquine', 'Chloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine']	-	-	-	-	-	Uma meta-revisão de revisões sistemáticas e uma meta-análise atualizada sobre a eficácia da cloroquina e hidroxicloroquina no tratamento da infecção por COVID19 	-
Effectiveness and Safety of Chloroquine or hydroxychloroquine as a mono-therapy or in combination with Azithromycin in the treatment of COVID-19 patients: Systematic Review and Meta-Analysis	https://doi.org/10.1101/2020.07.25.20162073	28/07/2020	Preprint	10.1101/2020.07.25.20162073	-	-	-	-	-	-	-	-	['Cloroquina', 'Hidroxicloroquina']	['Chloroquine', 'Hydroxychloroquine']	-	-	-	-	-	Eficácia e segurança da cloroquina ou hidroxicloroquina como monoterapia ou em combinação com azitromicina no tratamento de pacientes com COVID-19: Revisão Sistemática e Meta-análise 	-
Addition of Tocilizumab to standard of care reduces mortality in severe COVID-19: A systematic review and meta-analysis	https://doi.org/10.1101/2020.07.10.20150680	11/07/2020	Preprint	10.1101/2020.07.10.20150680	-	-	-	-	-	-	-	-	['Tocilizumabe']	['Tocilizumab']	-	33123544	Frontiers in medicine	2296-858X	10.3389/fmed.2020.586221	A adição de tocilizumabe ao padrão de atendimento reduz a mortalidade em COVID-19 grave: uma revisão sistemática e meta-análise 	-
Association between angiotensin-converting enzyme inhibitors and angiotensin II 2 receptor blockers use and the risk of infection and clinical outcome of COVID-19: a 3 comprehensive systematic review and meta-analysis	https://doi.org/10.1101/2020.07.02.20144717	03/07/2020	Preprint	10.1101/2020.07.02.20144717	-	-	-	-	-	-	-	-	['Antagonistas do Receptor da Angiotensina II', 'Inibidores da Enzima Conversora da Angiotensina 2 (IECA 2)']	['Angiotensin II Receptor Antagonists', 'Angiotensin Converting Enzyme 2 (ACEI 2) Inhibitors']	-	-	-	-	-	Associação entre o uso de inibidores da enzima conversora de angiotensina e bloqueadores dos receptores da angiotensina II 2 e o risco de infecção e desfecho clínico do COVID-19: uma revisão sistemática abrangente e metanálise 	-
Mortality and use of angiotensin converting enzyme inhibitors in Covid 19 disease – a systematic review	https://doi.org/10.1101/2020.05.29.20116483	07/07/2020	Preprint	10.1101/2020.05.29.20116483	-	-	-	-	-	-	-	-	['Inibidores da Enzima Conversora da Angiotensina 2 (IECA 2)']	['Angiotensin Converting Enzyme 2 (ACEI 2) Inhibitors']	-	-	-	-	-	Mortalidade e uso de inibidores da enzima conversora de angiotensina na doença Covid 19 – uma revisão sistemática 	-
Hydroxychloroquine and mortality risk of patients with COVID-19: a systematic review and meta-analysis of human comparative studies	https://doi.org/10.1101/2020.06.17.20133884	19/06/2020	Preprint	10.1101/2020.06.17.20133884	-	-	-	-	-	-	-	-	['Hidroxicloroquina', 'Hidroxicloroquina']	['Hydroxychloroquine', 'Hydroxychloroquine']	-	-	-	-	-	Hidroxicloroquina e risco de mortalidade de pacientes com COVID-19: uma revisão sistemática e meta-análise de estudos comparativos em humanos 	-
Efficacy and Safety of Lopinavir/Ritonavir for Treatment of COVID-19: A Systematic Review and Meta-Analysis.	https://doi.org/10.1101/2020.06.16.20133298	19/06/2020	Preprint	10.1101/2020.06.16.20133298	-	-	-	-	-	-	-	-	['Lopinavir', 'Ritonavir']	['Lopinavir', 'Ritonavir']	-	-	-	-	-	Eficácia e segurança do lopinavir/ritonavir para o tratamento de COVID-19: uma revisão sistemática e meta-análise. 	-
Remdesivir Efficacy in Coronavirus Disease 2019 (COVID-19): A Systematic Review.	http://medrxiv.org/content/early/2020/06/16/2020.06.15.20131227.abstract	16/06/2020	Preprint	http://medrxiv.org/content/early/2020/06/16/2020.06.15.20131227.abstract	-	-	-	-	-	-	-	-	['Remdesivir']	['Remdesivir']	-	-	-	-	-	Eficácia do remdesivir na doença de coronavírus 2019 (COVID-19): uma revisão sistemática. 	-
Mortality and use of angiotensin converting enzyme inhibitors in Covid 19 disease – a systematic review.	https://doi.org/10.1101/2020.05.29.20116483	30/05/2020	Preprint	10.1101/2020.05.29.20116483	-	-	-	-	-	-	-	-	['Inibidores da Enzima Conversora da Angiotensina 2 (IECA 2)']	['Angiotensin Converting Enzyme 2 (ACEI 2) Inhibitors']	-	-	-	-	-	Mortalidade e uso de inibidores da enzima conversora de angiotensina na doença Covid 19 – uma revisão sistemática. 	-
Tobaiqy M, Helmi N, Majrashi M, Majrashi M, Al-Dahery S, Mujallad A. COVID-19 therapeutics outcome: systematic review and data analysis. Research Square. 2020. Disponível em: https://doi.org/10.21203/rs.3.rs-33391/v1	https://doi.org/10.21203/rs.3.rs-33391/v1	05/06/2020	Preprint	10.21203/rs.3.rs-33391/v1	-	-	-	-	-	-	-	-	['Azitromicina', 'Corticosteroides', 'Hidroxicloroquina', 'Interferon', 'Lopinavir', 'Moxifloxacina', 'Oseltamivir', 'Remdesivir', 'Ribavirina', 'Ritonavir', 'Umifenovir']	['Azithromycin', 'Corticosteroids', 'Hydroxychloroquine', 'Interferon', 'Lopinavir', 'Moxifloxacin', 'Oseltamivir', 'Remdesivir', 'Ribavirin', 'Ritonavir', 'Umifenovir']	-	-	-	-	-	Tobaiqy M, Helmi N, Majrashi M, Majrashi M, Al-Dahery S, Mujallad A. Resultado terapêutico da COVID-19: revisão sistemática e análise de dados. Praça de Pesquisa. 2020. Disponível em: https://doi.org/10.21203/rs.3.rs-33391/v1 	-
Assessment of Hydroxychloroquine and Chloroquine Safety Profiles – A Systematic Review and Meta-Analysis.	https://doi.org/10.1101/2020.05.02.20088872	08/06/2020	Preprint	10.1101/2020.05.02.20088872	-	-	-	-	-	-	-	-	['Cloroquina', 'Hidroxicloroquina']	['Chloroquine', 'Hydroxychloroquine']	The meta-analysis was registered on OSF (https://osf.io/jm3d9).	33154723	Frontiers in pharmacology	1663-9812	10.3389/fphar.2020.562777	Avaliação dos Perfis de Segurança da Hidroxicloroquina e da Cloroquina – Revisão Sistemática e Meta-análise. 	A meta-análise foi registrada no OSF (https://osf.io/jm3d9).
Association of Renin-Angiotensin-Aldosterone System Inhibition with Risk of COVID-19, Inflammation Level, Severity and Death in Patients With COVID-19: A Rapid Systematic Review and Meta-Analysis.	https://doi.org/10.1101/2020.05.20.20108399	08/06/2020	Preprint	10.1101/2020.05.20.20108399	-	-	-	-	-	-	-	-	['Antagonistas do Receptor da Angiotensina II', 'Inibidores da Enzima Conversora da Angiotensina 2 (IECA 2)']	['Angiotensin II Receptor Antagonists', 'Angiotensin Converting Enzyme 2 (ACEI 2) Inhibitors']	-	-	-	-	-	Associação da inibição do sistema renina-angiotensina-aldosterona com risco de COVID-19, nível de inflamação, gravidade e morte em pacientes com COVID-19: uma revisão sistemática rápida e metanálise. 	-
Association Between ACEIs or ARBs Use and Clinical Outcomes in COVID-19 Patients: A Systematic Review and Meta-analysis.	http://medrxiv.org/content/early/2020/06/08/2020.06.03.20120261.abstract	08/06/2020	Preprint	http://medrxiv.org/content/early/2020/06/08/2020.06.03.20120261.abstract	-	-	-	-	-	-	-	-	['Antagonistas do Receptor da Angiotensina II', 'Antagonistas do Receptor da Angiotensina II', 'Inibidores da Enzima Conversora da Angiotensina 2 (IECA 2)', 'Inibidores da Enzima Conversora da Angiotensina 2 (IECA 2)']	['Angiotensin II Receptor Antagonists', 'Angiotensin II Receptor Antagonists', 'Angiotensin Converting Enzyme 2 (ACEI 2) Inhibitors', 'Angiotensin Converting Enzyme 2 (ACEI 2) Inhibitors']	-	-	-	-	-	Associação entre o uso de IECAs ou BRAs e resultados clínicos em pacientes com COVID-19: uma revisão sistemática e meta-análise. 	-
Rapid systematic review on clinical evidence of chloroquine and hydroxychloroquine in COVID-19: critical assessment and recommendation for future clinical trials.	http://medrxiv.org/content/early/2020/06/01/2020.06.01.20118901.abstract	01/06/2020	Preprint	http://medrxiv.org/content/early/2020/06/01/2020.06.01.20118901.abstract	-	-	-	-	-	-	-	-	['Cloroquina', 'Cloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina']	['Chloroquine', 'Chloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine']	-	-	-	-	-	Revisão sistemática rápida sobre evidências clínicas de cloroquina e hidroxicloroquina no COVID-19: avaliação crítica e recomendação para futuros ensaios clínicos. 	-
Renin-angiotensin-aldosterone system inhibitors and mortality in patients with hypertension hospitalized for COVID19: systematic review &meta-analysis	https://doi.org/10.1101/2020.05.21.20107003	26/05/2020	Preprint	10.1101/2020.05.21.20107003	-	-	-	-	-	-	-	-	['Antagonistas do Receptor da Angiotensina II', 'Inibidores da Enzima Conversora da Angiotensina 2 (IECA 2)']	['Angiotensin II Receptor Antagonists', 'Angiotensin Converting Enzyme 2 (ACEI 2) Inhibitors']	-	-	-	-	-	Inibidores do sistema renina-angiotensina-aldosterona e mortalidade em pacientes com hipertensão hospitalizados por COVID19: revisão sistemática e meta-análise 	-
Effect of various treatment modalities on the novel coronavirus (nCOV-2019) infection in humans: a systematic review & meta-analysis	https://doi.org/10.1101/2020.05.24.20111799	26/05/2020	Preprint	10.1101/2020.05.24.20111799	-	-	-	-	-	-	-	-	['Corticosteroides', 'Hidroxicloroquina', 'Lopinavir', 'Remdesivir', 'Ritonavir']	['Corticosteroids', 'Hydroxychloroquine', 'Lopinavir', 'Remdesivir', 'Ritonavir']	-	-	-	-	-	Efeito de várias modalidades de tratamento na infecção pelo novo coronavírus (nCOV-2019) em humanos: uma revisão sistemática e meta-análise 	-
