ISSN;PERIÓDICO;QUALIS;FI (JCR);H-index;Citações (2019-2022);Citações (média)
23594292;Archives of endocrinology and metabolism;B2;0.52;54;670;2
18972764;Archives of Materials Science and Engineering;B2;0.25;22;126;1
03028933;Archives of Microbiology;B2;0.59;107;1808;3
13813455;Archives of Physiology and Biochemistry;B2;0.46;53;1029;2
2083828X;Archives of Psychiatry and Psychotherapy;B2;0.2;13;69;1
1517784X;Archives of Veterinary Science;B2;0.12;10;27;0
11243562;Archivio Italiano di Urologia Andrologia;B2;0.33;25;296;1
00040304;Archivio Penale;B2;0.14;3;7;0
16683501;Archivos Argentinos de Pediatria;B2;0.21;21;430;1
14059940;Archivos de Cardiologia de Mexico;B2;0.13;18;79;0
02128799;Archivos de Medicina del Deporte;B2;0.16;12;50;0
0301732X;ARCHIVOS DE MEDICINA VETERINARIA (IMPRESA);B2;0;0;0;0
00040592;Archivos de Zootecnia;B2;0.18;17;118;0
24482803;ARGUMENTOS PRÓ-EDUCAÇÃO - REVISTA DE EDUCAÇÃO DA UNIVÁS;B2;0;0;0;0
15517004;Arkivoc;B2;0.19;64;245;1
19845766;ARQ.URB;B2;0;0;0;0
19823053;ARQUIVO MAARAVI (UFMG);B2;0;0;0;0
0004282X;Arquivos de Neuro-Psiquiatria;B2;0.43;52;712;1
22126287;Arthroscopy Techniques;B2;0.46;35;1118;2
03919064;Artibus et Historiae;B2;0.1;9;0;0
1809709X;ASEPHALLUS (ONLINE);B2;0;0;0;0
17437555;Asia-Pacific Journal of Clinical Oncology;B2;0.45;32;771;2
23984295;ASIAN JOURNAL OF BEHAVIOURAL STUDIES (ONLINE);B2;0;0;0;0
20472528;ASIAN JOURNAL OF BUSINESS AND MANAGEMENT SCIENCES;B2;0;0;0;0
22143882;Asian Journal of Urology;B2;0.68;21;437;3
15137368;Asian Pacific Journal of Cancer Prevention;B2;0.46;80;3489;2
22221808;ASIAN PACIFIC JOURNAL OF TROPICAL DISEASE;B2;0;0;0;0
22418385;ATHENS JOURNAL OF PHILOLOGY;B2;0;0;0;0
01955373;Atomic Spectroscopy;B2;0.36;31;257;2
25268031;ATURÁ - REVISTA PAN-AMAZÔNICA DE COMUNICAÇÃO;B2;0;0;0;0
19826672;AURORA (PUCSP. ONLINE);B2;0;0;0;0
22077472;AUSTRALASIAN ORTHODONTIC JOURNAL;B2;0;0;0;0
1833928X;Australasian Plant Disease Notes;B2;0.3;17;118;1
00450618;Australian Journal of Forensic Sciences;B2;0.39;25;341;1
1026597X;Austrian Journal of Statistics;B2;0.3;11;75;1
2179703X;AVIATION IN FOCUS;B2;0;0;0;0
10538348;BEHAVIOR AND PHILOSOPHY;B2;0;0;0;0
03533891;BELGRADE PHILOSOPHICAL ANNUAL;B2;0;0;0;0
24477842;BIBLIOCANTO;B2;0;0;0;0
18094775;BIBLIONLINE (JOÃO PESSOA);B2;0;0;0;0
22385894;BIBLIOTECA ESCOLAR EM REVISTA;B2;0;0;0;0
16463137;BIBLIOTECA ONLINE DE CIÊNCIAS DA COMUNICAÇÃO - BOCC;B2;0;0;0;0
22839364;Bibliothecae.it;B2;0.1;2;2;0
01024388;BIBLOS (RIO GRANDE);B2;0;0;0;0
15755886;BiD;B2;0.15;8;22;0
20539517;Big Data and Society;B2;2.04;48;1329;8
10242422;Biocatalysis and Biotransformation;B2;0.41;50;361;2
24055808;Biochemistry and Biophysics Reports;B2;0.52;28;969;3
14708175;Biochemistry and Molecular Biology Education;B2;0.35;41;435;2
20902247;Biochemistry Research International;B2;0.34;41;106;2
21655979;Bioengineered;B2;0.6;39;1249;6
18106285;BIOGEOSCIENCES DISCUSSION (ONLINE);B2;0;0;0;0
09291016;Biological Rhythm Research;B2;0.31;35;395;1
17444179;Biological Rhythm Research;B2;0.31;35;395;1
2212683X;Biologically Inspired Cognitive Architectures;B2;0.56;21;93;2
11772719;Biomarker Insights;B2;1.11;35;300;5
01204157;Biomedica;B2;0.23;30;347;1
00063398;Bio-Medical Engineering;B2;0.28;17;151;1
21911630;BioNanoScience;B2;0.43;27;1167;3
09575235;Blood Coagulation and Fibrinolysis;B2;0.36;72;350;1
14712091;BMC Biochemistry;B2;0.73;53;86;5
20550928;BMC Nutrition;B2;0.62;21;478;3
1757790X;BMJ Case Reports;B2;0.23;31;4683;1
20597908;BMJ Global Health;B2;2.26;48;6475;6
23578661;BOLETIM CEARENSE DE EDUCAÇÃO E HISTÓRIA DA MATEMÁTICA;B2;0;0;0;0
24478504;BOLETIM CEARENSE DE EDUCAÇÃO E HISTÓRIA DA MATEMÁTICA;B2;0;0;0;0
00066079;BOLETIM PAULISTA DE GEOGRAFIA;B2;0;0;0;0
24470945;BOLETIM PAULISTA DE GEOGRAFIA;B2;0;0;0;0
0102549X;BOLETIM TÉCNICO DO SENAC;B2;0;0;0;0
24481483;BOLETIM TÉCNICO DO SENAC (ONLINE);B2;0;0;0;0
02147807;BOLETÍN DAS CIENCIAS;B2;0;0;0;0
11346094;BOLETÍN DE LA SEA;B2;0;0;0;0
1405213X;Boletin de la Sociedad Matematica Mexicana;B2;0.34;16;117;1
19726724;Bolletino dell Unione Matematica Italiana;B2;0.3;27;80;1
00066729;Bollettino di Geofisica Teorica ed Applicata;B2;0.22;29;143;1
23521872;Bone Reports;B2;0.74;24;627;3
18212638;Botanica Serbica;B2;0.19;10;49;1
20074476;Botanical Sciences;B2;0.25;19;156;1
16872762;Boundary Value Problems;B2;0.57;42;906;2
22378529;BRANDTRENDS JOURNAL;B2;0;0;0;0
05242053;BRASÍLIA MÉDICA;B2;0;0;0;0
21770778;BRASILIENSIS;B2;0;0;0;0
25258761;BRAZILIAN JOURNAL OF DEVELOPMENT;B2;0;0;0;0
18094570;BRAZILIAN JOURNAL OF RHEUMATOLOGY;B2;0;0;0;0
00070610;British Dental Journal;B2;0.58;87;1750;1
20494092;British Journal of American Legal Studies;B2;0.12;4;6;0
02646196;British Journal of Visual Impairment;B2;0.37;23;133;1
13100351;Bulgarian Journal of Agricultural Science;B2;0.25;25;536;1
00049727;Bulletin of the Australian Mathematical Society;B2;0.51;41;283;1
00071595;Bulletin of the British Ornithologists' Club;B2;0.29;11;38;0
01080288;Bulletin of the European Association of Fish Pathologists;B2;0.18;40;46;1
18091466;CADERNO DE FÍSICA DA UEFS;B2;0;0;0;0
23186933;CADERNO ELETRÔNICO DE CIÊNCIAS SOCIAIS;B2;0;0;0;0
23176466;CADERNO PROFISSIONAL DE MARKETING;B2;0;0;0;0
15190951;CADERNOS ADENAUER (SÃO PAULO);B2;0;0;0;0
18089631;CADERNOS CENPEC;B2;0;0;0;0
01041096;CADERNOS DE CIÊNCIA & TECNOLOGIA;B2;0;0;0;0
2316882X;CADERNOS DE COMUNICAÇÃO (ONLINE);B2;0;0;0;0
16779061;CADERNOS DE COMUNICAÇÃO (UFSM);B2;0;0;0;0
23588306;CADERNOS DE EDUCAÇÃO, SAÚDE E FISIOTERAPIA;B2;0;0;0;0
22376992;CADERNOS DE ESTUDOS GEOAMBIENTAIS;B2;0;0;0;0
2317742X;CADERNOS DE PESQUISA EM EDUCAÇÃO;B2;0;0;0;0
25253514;CADERNOS DE PÓS-GRADUAÇÃO;B2;0;0;0;0
16784103;CADERNOS DE PÓS-GRADUAÇÃO (UNINOV);B2;0;0;0;0
19831358;CADERNOS DE PROSPECÇÃO;B2;0;0;0;0
23170026;CADERNOS DE PROSPECÇÃO;B2;0;0;0;0
01034251;CADERNOS DE PSICANALISE;B2;0;0;0;0
14136295;CADERNOS DE PSICANÁLISE (CÍRCULO PSICANALÍTICO/RJ);B2;0;0;0;0
19834500;CADERNOS DE RELAÇÕES INTERNACIONAIS;B2;0;0;0;0
16463714;CADERNOS DE SOCIOMUSEOLOGIA;B2;0;0;0;0
01036041;CADERNOS DO APLICAÇÃO (UFRGS);B2;0;0;0;0
24477532;CADERNOS DO DESENVOLVIMENTO;B2;0;0;0;0
23581824;CADERNOS IBERO-AMERICANOS DE DIREITO SANITÁRIO;B2;0;0;0;0
23595337;CADERNOS OBMIGRA - REVISTA MIGRAÇÕES INTERNACIONAIS;B2;0;0;0;0
16766288;CADERNOS PROLAM/USP;B2;0;0;0;0
2358291X;CADERNOS SAÚDE COLETIVA;B2;0;0;0;0
22684247;CAHIERS DES AMÉRIQUES LATINES (ONLINE);B2;0;0;0;0
11417161;Cahiers des Ameriques Latines;B2;0.13;5;15;0
03665232;Caldasia;B2;0.2;16;68;1
01023853;CAMBIASSÚ (UFMA);B2;0;0;0;0
08418209;Canadian Journal of Law and Jurisprudence;B2;0.15;19;24;0
03171671;Canadian Journal of Neurological Sciences;B2;0.49;70;645;1
00084182;Canadian Journal of Ophthalmology;B2;0.78;54;844;1
00084204;Canadian Journal of Physics;B2;0.23;57;622;1
14964287;Canadian Mathematical Bulletin;B2;0.43;28;189;1
00084476;Canadian Mineralogist;B2;0.36;83;200;1
23688076;CANADIAN ONCOLOGY NURSING JOURNAL;B2;0;0;0;0
23310928;CANCER CELL & MICROENVIRONMENT;B2;0;0;0;0
11769351;Cancer Informatics;B2;0.55;33;164;2
16467698;CARNETS: REVUE ELECTRONIQUE D'ETUDES FRANCAISES;B2;0;0;0;0
22378685;CARPE DIEM: REVISTA CULTURAL E CIENTÍFICA DA FACEX;B2;0;0;0;0
20906412;CASE REPORTS IN CARDIOLOGY;B2;0;0;0;0
20906455;Case Reports in Dentistry;B2;0.24;13;267;1
20906501;Case Reports in Endocrinology;B2;0.26;8;137;1
16620631;Case Reports in Gastroenterology;B2;0.21;19;242;1
1662680X;Case Reports in Neurology;B2;0.26;16;217;1
16632699;Case Reports in Ophthalmology;B2;0.33;20;181;1
2090679X;CASE REPORTS IN PATHOLOGY;B2;0;0;0;0
20587716;Cell Death Discovery;B2;1.4;39;2093;6
14258153;Cellular and Molecular Biology Letters;B2;1.41;55;1178;7
1165158X;Cellular and Molecular Biology;B2;0.3;73;899;1
18715249;Central Nervous System Agents in Medicinal Chemistry;B2;0.37;34;126;2
16645456;Cerebrovascular Diseases Extra;B2;0.71;17;139;3
0120971X;CES ODONTOLOGIA;B2;0;0;0;0
15563995;CHAOS AND COMPLEXITY LETTERS;B2;0;0;0;0
1809127X;Check List;B2;0.26;26;307;1
00093130;Chemistry of Natural Compounds;B2;0.28;42;813;1
15371506;CHINESE BUSINESS REVIEW;B2;0;0;0;0
03044920;Chinese Journal of Physiology;B2;0.33;32;180;2
15190617;CIBERLEGENDA (UFF. ONLINE);B2;0;0;0;0
23580763;CIÊNCIA DA INFORMAÇÃO EM REVISTA;B2;0;0;0;0
02540223;Ciencia e Tecnica Vitivinicola;B2;0.24;14;49;1
19805098;Ciencia Florestal;B2;0.35;24;347;1
23897481;CIENCIA POLÍTICA;B2;0;0;0;0
15184463;CIENCIAS SOCIALES Y RELIGIÓN (IMPRESSO);B2;0;0;0;0
19822650;CIENCIAS SOCIALES Y RELIGIÓN / CIÊNCIAS SOCIAIS E RELIGIÃO;B2;0;0;0;0
19807651;CIRCUMSCRIBERE (PUCSP);B2;0;0;0;0
21911339;CIVIL PROCEDURE REVIEW;B2;0;0;0;0
15199681;CLE E-PRINTS (ONLINE);B2;0;0;0;0
23172509;CLÍNICA & CULTURA;B2;0;0;0;0
21630097;Clinical advances in periodontics;B2;0.23;4;61;1
20574347;Clinical and Experimental Dental Research;B2;0.41;14;391;2
03906663;Clinical and Experimental Obstetrics and Gynecology;B2;0.12;34;98;0
09628827;Clinical Dysmorphology;B2;0.28;30;132;1
08969620;CLINICAL KINESIOLOGY;B2;0;0;0;0
24054577;Clinical Nutrition ESPEN;B2;0.62;23;1670;3
19351232;Clinical Schizophrenia and Related Psychoses;B2;0.24;26;46;1
23171782;CoDAS;B2;0.27;25;249;1
18096875;Coffee Science;B2;0.23;17;125;1
2331186X;Cogent Education;B2;0.4;22;546;2
22363009;COGNITIO JURIS;B2;0;0;0;0
21788332;COLLOQUIUM EXACTARUM;B2;0;0;0;0
18098207;COLLOQUIUM HUMANARUM;B2;0;0;0;0
00101354;Colloquium Mathematicum;B2;0.45;28;130;1
25267035;COLLOQUIUM SOCIALIS;B2;0;0;0;0
16801865;Comma;B2;0.11;1;4;0
1532415X;Communications in Statistics - Theory and Methods;B2;0.43;61;1435;1
03610918;Communications in Statistics Part B: Simulation and Computation;B2;0.42;50;1163;1
15324141;Communications in Statistics Part B: Simulation and Computation;B2;0.42;50;1163;1
15252647;Comparative Parasitology;B2;0.3;31;38;1
01495933;Comparative Strategy;B2;0.19;17;58;1
14055546;Computacion y Sistemas;B2;0.23;14;261;1
15261492;CMES - Computer Modeling in Engineering and Sciences;B2;0.36;61;915;2
15261506;CMES - Computer Modeling in Engineering and Sciences;B2;0.36;61;915;2
16864360;Computer-Aided Design and Applications;B2;0.29;33;354;1
21833575;Comunicacao e Sociedade;B2;0.13;3;24;0
16452089;Comunicacao e Sociedade;B2;0.13;3;24;0
1607324X;Condensed Matter Physics;B2;0.29;26;114;1
2447018X;CONEXÕES CULTURAIS;B2;0;0;0;0
09143505;CONGENITAL ANOMALIES (1987);B2;0;0;0;0
18777260;Conservation Genetics Resources;B2;0.28;24;354;1
18777252;Conservation Genetics Resources;B2;0.28;24;354;1
21729506;CONSTELACIONES. REVISTA DE TEORIA CRÍTICA;B2;0;0;0;0
23161329;CONTEMPORÂNEA (ONLINE);B2;0;0;0;0
24518654;Contemporary Clinical Trials Communications;B2;0.75;17;949;2
15176975;CONVENIT INTERNACIONAL (USP);B2;0;0;0;0
11302682;COOPERATIVISMO E ECONOMÍA SOCIAL;B2;0;0;0;0
24474223;CRÍTICA EDUCATIVA;B2;0;0;0;0
01049321;CRITICA MARXISTA (SÃO PAULO);B2;0;0;0;0
10408401;Critical Reviews in Immunology;B2;0.66;77;265;2
23743832;Crop, Forage and Turfgrass Management;B2;0.24;11;142;1
00111953;CROSS CURRENTS;B2;0;0;0;0
0011216X;Crustaceana;B2;0.3;39;208;1
07193483;CUADERNOS CHILENOS DE HISTORIA DE LA EDUCACIÓN;B2;0;0;0;0
01214772;Cuadernos de Economia (Colombia);B2;0.23;9;85;1
23414839;CUADERNOS DE GOBIERNO Y ADMINISTRACIÓN PÚBLICA;B2;0;0;0;0
15752410;CUADERNOS DE LA SOCIEDAD ESPAÑOLA DE CIENCIAS FORESTALES;B2;0;0;0;0
03267806;CUADERNOS DE POLÍTICA EXTERIOR ARGENTINA;B2;0;0;0;0
15788423;Cuadernos de Psicologia del Deporte;B2;0.29;21;229;1
07976062;CUADERNOS DEL CLAEH;B2;0;0;0;0
23935979;CUADERNOS DEL CLAEH;B2;0;0;0;0
23165014;CULTURA HISTÓRICA & PATRIMÔNIO;B2;0;0;0;0
15734110;Current Analytical Chemistry;B2;0.3;35;472;2
19419066;Current Cardiovascular Imaging Reports;B2;0.27;24;87;1
15563790;Current Colorectal Cancer Reports;B2;0.45;28;98;1
15748855;Current Drug Therapy;B2;0.17;17;68;1
21962995;CURRENT EPIDEMIOLOGY REPORTS;B2;0;0;0;0
19363761;Current Fungal Infection Reports;B2;0.34;27;152;1
1936377X;Current Fungal Infection Reports;B2;0.34;27;152;1
21674876;CURRENT GENETIC MEDICINE REPORTS;B2;0;0;0;0
24522236;Current Opinion in Green and Sustainable Chemistry;B2;1.24;41;2112;7
19343663;Current Protocols in Protein Science;B2;1.17;36;223;4
1573398X;Current Respiratory Medicine Reviews;B2;0.14;14;37;0
15734048;Current Women's Health Reviews;B2;0.16;15;73;1
21010315;Cybium;B2;0.3;31;82;1
03990974;Cybium;B2;0.3;31;82;1
12121800;Czech Journal of Food Sciences;B2;0.29;45;311;2
21925283;DAGSTUHL REPORTS;B2;0;0;0;0
00116793;Darwiniana;B2;0.44;22;64;1
16476336;DEBATER A EUROPA;B2;0;0;0;0
14147939;DEBATES (UNIRIO);B2;0;0;0;0
19856571;Defence S and T Technical Bulletin;B2;0.15;10;27;0
10872108;Dermatology Online Journal;B2;0.31;44;641;1
23165537;DESENVOLVE: REVISTA DE GESTÃO DA UNILASALLE;B2;0;0;0;0
09295585;Design Automation for Embedded Systems;B2;0.46;32;130;3
15784223;DESIGNIS (BARCELONA);B2;0;0;0;0
00120472;Deutsche Medizinische Wochenschrift;B2;0.17;41;345;0
2526849X;DEVIR EDUCAÇÃO;B2;0;0;0;0
19895240;DIDÁCTICAS ESPECÍFICAS;B2;0;0;0;0
22242643;DIDASC@ALIA: DIDACTICA Y EDUCACIÓN;B2;0;0;0;0
14626268;Digital Creativity;B2;0.23;23;68;1
2322956X;DIMENSIÓN EMPRESARIAL;B2;0;0;0;0
24470023;DIREITOS, TRABALHO E POLÍTICA SOCIAL;B2;0;0;0;0
10260226;Discrete Dynamics in Nature and Society;B2;0.27;41;1089;1
12343099;Discussiones Mathematicae - Graph Theory;B2;0.6;20;243;1
22379967;DISPOSITIVA;B2;0;0;0;0
25945025;DISSONÂNCIA: REVISTA DE TEORIA CRÍTICA;B2;0;0;0;0
19842376;DITO EFEITO;B2;0;0;0;0
25255215;DIVERSITAS JOURNAL;B2;0;0;0;0
22817549;Documenti Geografici;B2;0.12;3;32;0
07197519;DORSAL. REVISTA DE ESTUDIOS FOUCAULTIANOS;B2;0;0;0;0
14132060;DOXA: REVISTA BRASILEIRA DE PSICOLOGIA E EDUCAÇÃO;B2;0;0;0;0
07693362;Droit et Societe;B2;0.11;15;18;0
21949379;Drug Research;B2;0.33;65;564;2
16993993;Drugs of Today;B2;0.4;53;377;2
00127353;DYNA (Colombia);B2;0.2;20;362;1
14689367;Dynamical Systems;B2;0.39;33;57;1
16470737;E-CADERNOS CES (ONLINE);B2;0;0;0;0
1667782X;Ecologia Austral;B2;0.46;32;249;2
12595314;ECOLOGIE (BRUNOY);B2;0;0;0;0
19830890;E-COM (BELO HORIZONTE);B2;0;0;0;0
2317627X;ECONOMIA & REGIÃO;B2;0;0;0;0
03906140;ECONOMIA PUBBLICA;B2;0;0;0;0
19385862;ECS Transactions;B2;0.21;56;1223;1
09604286;Edinburgh Journal of Botany;B2;0.31;30;67;1
14145057;EDUCAÇÃO & TECNOLOGIA;B2;0;0;0;0
25266136;EDUCAÇÃO MATEMÁTICA DEBATE;B2;0;0;0;0
03395456;EDUCATION COMPAREE;B2;0;0;0;0
19814712;EDUCERE ET EDUCARE (VERSÃO ELETRÔNICA);B2;0;0;0;0
1984767X;E-HUM;B2;0;0;0;0
23164786;EKSTASIS REVISTA DE HERMENÊUTICA E FENOMENOLOGIA;B2;0;0;0;0
16677900;EL HILO DE LA FÁBULA;B2;0;0;0;0
15331296;Election Law Journal: Rules, Politics, and Policy;B2;0.94;11;119;2
20752180;Electronic Proceedings in Theoretical Computer Science, EPTCS;B2;0.37;20;510;1
25265792;EM CONSTRUÇÃO;B2;0;0;0;0
20502060;EMERALD: STUDIES IN MEDIA AND COMMUNICATION;B2;0;0;0;0
12100668;Endocrine Regulations;B2;0.38;33;175;2
14094568;ENFERMERÍA ACTUAL DE COSTA RICA;B2;0;0;0;0
01006916;Engenharia Agricola;B2;0.29;29;320;1
19270496;ENVIRONMENT AND NATURAL RESOURCES RESEARCH;B2;0;0;0;0
22716386;EOLLES;B2;0;0;0;0
25162330;EPIC SERIES IN ENGINEERING;B2;0;0;0;0
11209763;Epidemiologia e prevenzione;B2;0.3;33;286;1
22379622;Epidemiologia e servicos de saude : revista do Sistema Unico de Saude do Brasil;B2;0.55;22;573;2
12860042;EPJ Applied Physics;B2;0.23;50;285;1
23178876;ERGODESIGN & HCI;B2;0;0;0;0
22279679;ERUDITIO;B2;0;0;0;0
12928100;ESAIM - Probability and Statistics;B2;0.47;27;59;1
20597029;ESMO Open;B2;1.52;41;2022;5
20079729;ESPACIOS TRANSNACIONALES;B2;0;0;0;0
15166406;ESSENTIA (SOBRAL/CE);B2;0;0;0;0
21791902;ESTAÇÃO CIENTÍFICA (UNIFAP);B2;0;0;0;0
19008325;ESTUDIOS EN SEGURIDAD Y DEFENSA;B2;0;0;0;0
03670449;Estudios Geologicos;B2;0.27;29;50;1
24515965;ESTUDIOS SOCIALES CONTEMPORÁNEOS;B2;0;0;0;0
04235037;ESTUDIOS TURÍSTICOS;B2;0;0;0;0
14134128;ESTUDOS DO CEPE (UNISC);B2;0;0;0;0
1678698X;ESTUDOS GEOGRÁFICOS (UNESP);B2;0;0;0;0
14143917;ÉTICA E FILOSOFIA POLÍTICA;B2;0;0;0;0
24482137;ÉTICA E FILOSOFIA POLÍTICA (ONLINE);B2;0;0;0;0
22129685;EuPA Open Proteomics;B2;0.21;20;12;1
1520765X;European Heart Journal, Supplement;B2;0.46;38;427;1
01430807;European Journal of Physics;B2;0.39;51;577;1
21679177;European Journal of Physiotherapy;B2;0.2;10;88;1
23520477;European Journal of Radiology Open;B2;0.56;20;451;2
00143022;European Neurology;B2;0.57;82;519;2
14219913;European Neurology;B2;0.57;82;519;2
21966923;EUROPEAN REVIEW OF INTERNATIONAL STUDIES;B2;0;0;0;0
00143502;Evangelische Theologie;B2;0.1;4;5;0
19822413;EXPERIÊNCIAS EM ENSINO DE CIÊNCIAS (UFRGS);B2;0;0;0;0
09477349;Experimental and Clinical Endocrinology and Diabetes;B2;0.58;79;692;2
13040855;Experimental and Clinical Transplantation;B2;0.27;31;505;1
17920981;EXPERIMENTAL AND THERAPEUTIC MEDICINE;B2;0;0;0;0
17921015;EXPERIMENTAL AND THERAPEUTIC MEDICINE;B2;0;0;0;0
18129269;Experimental Oncology;B2;0.27;45;202;1
18070221;EXTENSIO (FLORIANÓPOLIS);B2;0;0;0;0
23183640;EXTRAMUROS - REVISTA DE EXTENSÃO DA UNIVASF;B2;0;0;0;0
23165081;FACIDER REVISTA CIENTÍFICA;B2;0;0;0;0
20149255;FAIR PLAY. REVISTA DE FILOSOFÍA, ÉTICA Y DERECHO DEL DEPORTE;B2;0;0;0;0
23586311;FAROL - REVISTA DE ESTUDOS ORGANIZACIONAIS E SOCIEDADE;B2;0;0;0;0
19831293;FATO & VERSÕES;B2;0;0;0;0
00148962;Feddes Repertorium;B2;0.39;26;57;1
03781097;FEMS Microbiology Letters;B2;0.72;158;2288;3
00150193;Ferroelectrics;B2;0.21;59;718;1
02635046;First Break;B2;0.41;43;247;1
00153826;Floresta;B2;0.25;14;156;1
14150980;Floresta e Ambiente;B2;0.31;15;370;1
1981223X;FOCO (FACULDADE NOVO MILÊNIO);B2;0;0;0;0
23180463;FOCO: CADERNO DE DE ESTUDOS E PESQUISAS;B2;0;0;0;0
00155497;Folia Biologica;B2;0.2;24;42;1
00155632;Folia Microbiologica;B2;0.47;51;763;3
00155659;Folia Morphologica;B2;0.31;31;452;1
19813422;FÓLIO (CENTRO UNIVERSITÁRIO METODISTA);B2;0;0;0;0
12267708;Food Science and Biotechnology;B2;0.55;43;1959;3
19452276;FOREIGN POLICY;B2;0;0;0;0
23186356;FORSCIENCE;B2;0;0;0;0
10184619;FRESENIUS ENVIRONMENTAL BULLETIN;B2;0;0;0;0
14158701;FRONTEIRAS (FLORIANÓPOLIS);B2;0;0;0;0
01609009;FRONTIERS (BOULDER);B2;0;0;0;0
16604431;Frontiers of Neurology and Neuroscience;B2;0.2;30;25;1
21658056;FUNGAL GENOMICS AND BIOLOGY;B2;0;0;0;0
20734336;Games;B2;0.4;19;247;1
19182805;GASTROENTEROLOGY RESEARCH;B2;0;0;0;0
0717652X;Gayana;B2;0.29;19;41;1
00165301;Gayana - Botanica;B2;0.46;17;85;1
1567133X;Gene Expression Patterns;B2;0.41;65;181;1
03636771;General Dentistry;B2;0.2;36;180;1
22388184;GÊNERO NA AMAZÔNIA;B2;0;0;0;0
16799860;GEOAMBIENTE ON-LINE;B2;0;0;0;0
10106049;Geocarto International;B2;0.64;47;1584;4
1980900X;Geociencias;B2;0.22;20;80;0
2448413X;GEODIÁLOGOS;B2;0;0;0;0
19841647;GEOGRAFIA EM ATOS (ONLINE);B2;0;0;0;0
21780234;GEOGRAFIA EM QUESTÃO (ONLINE);B2;0;0;0;0
1519874X;Geologia USP - Serie Cientifica;B2;0.3;24;63;1
23169095;GEOLOGIA USP. SÉRIE CIENTÍFICA (ONLINE);B2;0;0;0;0
00465828;Geotechnical Engineering;B2;0.19;22;75;0
24472115;GERIATRICS, GERONTOLOGY AND AGING;B2;0;0;0;0
22482997;GERMS;B2;0.4;14;205;2
1134928X;Gerokomos;B2;0.18;13;38;0
02701960;Gerontology and Geriatrics Education;B2;0.41;26;210;1
25263102;GESTÃO & APRENDIZAGEM;B2;0;0;0;0
18069649;GESTÃO & PRODUÇÃO;B2;0;0;0;0
0104530X;Gestao e Producao;B2;0.2;18;170;1
19889011;GESTIÓN JOVEN;B2;0;0;0;0
00170011;Ginekologia Polska;B2;0.34;24;533;1
11214171;Giornale Italiano di Endodonzia;B2;0.14;12;29;0
17579759;Global Health Promotion;B2;0.44;33;319;1
00173495;Grasas y Aceites;B2;0.31;49;254;2
02022893;Gravitation and Cosmology;B2;0.33;19;143;1
21781036;GRIOT - REVISTA DE FILOSOFIA;B2;0;0;0;0
0103250X;GUAIRACA (UNICENTRO);B2;0;0;0;0
03787346;Gynecologic and Obstetric Investigation;B2;0.69;66;499;2
1423002X;Gynecologic and Obstetric Investigation;B2;0.69;66;499;2
13035010;Hacettepe Journal of Mathematics and Statistics;B2;0.37;29;503;1
15589447;Hand;B2;0.56;38;730;2
10434534;Harvard Papers in Botany;B2;0.19;10;26;0
21907188;Health and Technology;B2;0.36;22;587;2
21695725;Hearing, Balance and Communication;B2;0.23;12;88;1
18091261;HEGEMONIA (BRASÍLIA);B2;0;0;0;0
10181806;Helia;B2;0.19;20;26;1
13369083;Helminthologia;B2;0.34;29;157;1
04406605;Helminthologia;B2;0.34;29;157;1
20388330;Hematology Reports;B2;0.29;14;87;1
03630269;Hemoglobin;B2;0.26;40;214;1
14993872;Hepatobiliary and Pancreatic Diseases International;B2;0.66;51;749;2
16778979;HERMES (SÃO PAULO);B2;0;0;0;0
22840753;H-ERMES. JOURNAL OF COMMUNICATION;B2;0;0;0;0
00181544;High Temperatures - High Pressures;B2;0.2;30;52;1
23476311;Higher Education for the Future;B2;0.12;4;23;1
23188294;HISTÓRIA E CULTURAS;B2;0;0;0;0
20364040;HISTORIA MAGISTRA;B2;0;0;0;0
23178361;HISTÓRIA, NATUREZA E ESPAÇO;B2;0;0;0;0
03854035;Hokkaido Mathematical Journal;B2;0.23;26;55;1
10137025;Hong Kong Physiotherapy Journal;B2;0.3;18;71;2
20354614;HOUSEHOLD AND PERSONAL CARE TODAY (TESTO STAMPATO);B2;0;0;0;0
03621588;Houston Journal of Mathematics;B2;0.24;34;101;1
10932607;Human Antibodies;B2;0.23;26;87;1
17323991;Human Movement;B2;0.28;20;167;1
18991955;Human Movement;B2;0.28;20;167;1
09375414;HUMANITARES VOLKERRECHT;B2;0;0;0;0
07188382;HYBRIS.REVISTA DE FILOSOFÍA;B2;0;0;0;0
19590318;IRBM;B2;0.57;30;442;3
19837836;IARA: REVISTA DE MODA, CULTURA E ARTE;B2;0;0;0;0
11339810;IBER (BARCELONA);B2;0;0;0;0
23865768;IBERIAN JOURNAL OF THE HISTORY OF ECONOMIC THOUGHT;B2;0;0;0;0
23410485;IBEROAMÉRICA SOCIAL: REVISTA-RED DE ESTUDIOS SOCIALES;B2;0;0;0;0
13418998;Ichthyological Research;B2;0.43;37;168;1
23064161;ICOFOM STUDY SERIES;B2;0;0;0;0
23091290;ICOFOM STUDY SERIES;B2;0;0;0;0
15186911;IDEAÇÃO (UNIOESTE. IMPRESSO);B2;0;0;0;0
17595436;IDS Bulletin;B2;0.29;49;72;1
13492543;IEICE Electronics Express;B2;0.23;37;526;1
09168532;IEICE Transactions on Information and Systems;B2;0.3;50;915;1
23587482;IF-SOPHIA;B2;0;0;0;0
